# create_lambda_band.py -l 1.75 -e 100 -nlo
# NLO cross-section {center, min, max}
0.067793773 0.067241893 0.068426734 


# NLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00014819946 0.00014639962 0.00015023935 
30.0 60.0 0.00035207919 0.00034836297 0.00035642501 
60.0 90.0 0.00039421384 0.0003906236 0.00039833691 
90.0 120.0 0.00033962721 0.00033691278 0.00034292273 
120.0 150.0 0.00026147592 0.00025948885 0.00026369168 
150.0 180.0 0.00019195393 0.00019064755 0.00019345851 
180.0 210.0 0.00013838885 0.00013751619 0.00013946522 
210.0 240.0 0.00010039206 9.973131e-05 0.00010110029 
240.0 270.0 7.3583942e-05 7.3167851e-05 7.4009005e-05 
270.0 300.0 5.497516e-05 5.46313e-05 5.5345822e-05 


# NLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 1.5206673e-05 1.4971018e-05 1.5596406e-05 
-4.9 -4.8 2.6077936e-05 2.537358e-05 2.6761284e-05 
-4.8 -4.7 4.3867265e-05 4.246246e-05 4.4239532e-05 
-4.7 -4.6 6.9351204e-05 6.7993936e-05 7.071298e-05 
-4.6 -4.5 0.00010407197 0.0001013632 0.00010584505 
-4.5 -4.4 0.00014632648 0.00014351352 0.00015068878 
-4.4 -4.3 0.00021522202 0.00021071027 0.00021778328 
-4.3 -4.2 0.00028659471 0.0002813799 0.0002938701 
-4.2 -4.1 0.0003815349 0.00037185275 0.0003862547 
-4.1 -4.0 0.00049534823 0.00048670506 0.0005072662 
-4.0 -3.9 0.00065517855 0.00064267553 0.000667101 
-3.9 -3.8 0.0007927794 0.00077566982 0.00080220942 
-3.8 -3.7 0.00098783583 0.000973227 0.0010041876 
-3.7 -3.6 0.0012208436 0.0011981335 0.0012417083 
-3.6 -3.5 0.0014865025 0.0014592954 0.00150688 
-3.5 -3.4 0.0017581499 0.0017246887 0.0017845004 
-3.4 -3.3 0.0020833126 0.0020527247 0.0021176117 
-3.3 -3.2 0.002428357 0.00239417 0.0024675691 
-3.2 -3.1 0.0028026693 0.0027647667 0.0028469225 
-3.1 -3.0 0.0032435986 0.0031956678 0.0032803475 
-3.0 -2.9 0.0036645523 0.0036129132 0.0037008815 
-2.9 -2.8 0.0041331087 0.0040907848 0.0041904504 
-2.8 -2.7 0.0045787819 0.0045191586 0.0046382156 
-2.7 -2.6 0.0051570482 0.005089093 0.0052017412 
-2.6 -2.5 0.0055754729 0.0055124401 0.0056651895 
-2.5 -2.4 0.0061106187 0.0060406399 0.0061626297 
-2.4 -2.3 0.0066287939 0.006557304 0.0067095314 
-2.3 -2.2 0.007192425 0.0071248417 0.0072813627 
-2.2 -2.1 0.0077984632 0.0077156936 0.007856292 
-2.1 -2.0 0.0083615947 0.0082836932 0.0084696468 
-2.0 -1.9 0.0088593838 0.008778458 0.0089489917 
-1.9 -1.8 0.0094464902 0.0093671055 0.0095365617 
-1.8 -1.7 0.0099253041 0.0098274741 0.010032465 
-1.7 -1.6 0.010497336 0.010411038 0.010589371 
-1.6 -1.5 0.011030351 0.010944272 0.011131943 
-1.5 -1.4 0.011508329 0.011418258 0.011612662 
-1.4 -1.3 0.012005389 0.011901818 0.01211298 
-1.3 -1.2 0.012499096 0.012409608 0.01263583 
-1.2 -1.1 0.012889699 0.012810278 0.012991082 
-1.1 -1.0 0.01326374 0.013166513 0.013400361 
-1.0 -0.9 0.013712493 0.013632488 0.01382434 
-0.9 -0.8 0.014109343 0.013993515 0.014224691 
-0.8 -0.7 0.014369084 0.014297115 0.014464371 
-0.7 -0.6 0.014572409 0.014468781 0.014713866 
-0.6 -0.5 0.014868504 0.014768664 0.014993926 
-0.5 -0.4 0.015074077 0.014979191 0.015165863 
-0.4 -0.3 0.015308571 0.015224412 0.015468068 
-0.3 -0.2 0.015432565 0.015319208 0.015548143 
-0.2 -0.1 0.015487218 0.01540102 0.015633161 
-0.1 0.0 0.015494849 0.015397162 0.01561418 
0.0 0.1 0.01553421 0.015420908 0.015643305 
0.1 0.2 0.015508993 0.015420947 0.015633706 
0.2 0.3 0.0153646 0.015271507 0.015481548 
0.3 0.4 0.015266754 0.015174565 0.015407503 
0.4 0.5 0.015078186 0.014986967 0.015211294 
0.5 0.6 0.014915761 0.01480936 0.015037218 
0.6 0.7 0.014646339 0.014547245 0.014743792 
0.7 0.8 0.014357674 0.014276805 0.014481234 
0.8 0.9 0.014059317 0.013965096 0.014175793 
0.9 1.0 0.013720022 0.013639267 0.013847147 
1.0 1.1 0.013359286 0.013237514 0.013451621 
1.1 1.2 0.012913086 0.012845034 0.013066709 
1.2 1.3 0.012511702 0.012415188 0.012614753 
1.3 1.4 0.012006177 0.011899558 0.01209818 
1.4 1.5 0.011462267 0.011382797 0.011611207 
1.5 1.6 0.011008819 0.010921455 0.011103571 
1.6 1.7 0.010534966 0.010439612 0.010629731 
1.7 1.8 0.009977967 0.0098956632 0.010090304 
1.8 1.9 0.0094364181 0.0093447661 0.0095128527 
1.9 2.0 0.008940924 0.0088504375 0.0090212307 
2.0 2.1 0.0082734061 0.0082095474 0.0083763826 
2.1 2.2 0.0078234982 0.0077246747 0.0078709905 
2.2 2.3 0.0072472455 0.0071836689 0.0073677522 
2.3 2.4 0.0067064119 0.0066234503 0.0067470221 
2.4 2.5 0.0061475406 0.0060892931 0.0062309599 
2.5 2.6 0.0055910046 0.0055184769 0.0056407829 
2.6 2.7 0.0050870289 0.0050346112 0.0051529982 
2.7 2.8 0.0045698575 0.0045135423 0.004639503 
2.8 2.9 0.0040738261 0.0040144868 0.0041277301 
2.9 3.0 0.0036247672 0.0035802377 0.0036780057 
3.0 3.1 0.0032239846 0.0031782611 0.0032653607 
3.1 3.2 0.0028320072 0.0027891295 0.0028654793 
3.2 3.3 0.0024357829 0.0023995269 0.0024702774 
3.3 3.4 0.0020709453 0.0020356142 0.0021057084 
3.4 3.5 0.0017907867 0.0017693133 0.0018143045 
3.5 3.6 0.0014854739 0.0014588169 0.0015155147 
3.6 3.7 0.0012511274 0.0012267789 0.0012582626 
3.7 3.8 0.0010211245 0.0010062723 0.001044517 
3.8 3.9 0.00081588023 0.0008008474 0.00082873134 
3.9 4.0 0.00064879734 0.00063125017 0.00065775202 
4.0 4.1 0.00049378406 0.000484194 0.00050504476 
4.1 4.2 0.00037617217 0.00037137405 0.00038727012 
4.2 4.3 0.00029314534 0.0002849636 0.00029766754 
4.3 4.4 0.00021405615 0.00020945431 0.00022085231 
4.4 4.5 0.00014868685 0.00014593991 0.00015130661 
4.5 4.6 9.945235e-05 9.5983334e-05 0.00010197653 
4.6 4.7 6.9048144e-05 6.8336515e-05 7.015996e-05 
4.7 4.8 4.543275e-05 4.3993071e-05 4.6917133e-05 
