# create_lambda_band.py -l 6 -e 100 -lo
# LO cross-section {center, min, max}
0.81370715 0.77428554 0.84513239 


# LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.0016703886 0.0015371291 0.0017812003 
30.0 60.0 0.0040717028 0.0037811912 0.0043120111 
60.0 90.0 0.0047097393 0.0044199308 0.0049452641 
90.0 120.0 0.0041754874 0.0039563417 0.0043522364 
120.0 150.0 0.0032698333 0.003122157 0.003386366 
150.0 180.0 0.0024190762 0.0023259307 0.0024910884 
180.0 210.0 0.0017486934 0.0016913432 0.0017929972 
210.0 240.0 0.0012595482 0.0012228124 0.0012849471 
240.0 270.0 0.00090890213 0.00088753306 0.000924629 
270.0 300.0 0.00066348011 0.00064980367 0.00067332395 


# LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.00066792207 0.00066516288 0.00066792207 
-4.9 -4.8 0.0011031133 0.0011031133 0.0011063179 
-4.8 -4.7 0.0017775235 0.001776503 0.0017797955 
-4.7 -4.6 0.0026291311 0.0025943638 0.0026466014 
-4.6 -4.5 0.0037996506 0.0036829273 0.0038418259 
-4.5 -4.4 0.0051957787 0.0051603042 0.0052686231 
-4.4 -4.3 0.007038325 0.0068564409 0.007173213 
-4.3 -4.2 0.009126437 0.0088247807 0.0093055722 
-4.2 -4.1 0.011634602 0.011283027 0.011801915 
-4.1 -4.0 0.014449023 0.014070396 0.014803295 
-4.0 -3.9 0.017557812 0.016889473 0.017973631 
-3.9 -3.8 0.021067807 0.020380807 0.021585721 
-3.8 -3.7 0.024868421 0.024004689 0.025596176 
-3.7 -3.6 0.028761569 0.027594422 0.029641333 
-3.6 -3.5 0.033122721 0.031829533 0.034024168 
-3.5 -3.4 0.037613987 0.036182241 0.038899365 
-3.4 -3.3 0.042385143 0.040701821 0.04361579 
-3.3 -3.2 0.047461041 0.045302593 0.049068588 
-3.2 -3.1 0.052271412 0.05005885 0.054092954 
-3.1 -3.0 0.057447773 0.054876929 0.059447719 
-3.0 -2.9 0.0622346 0.059530818 0.064342541 
-2.9 -2.8 0.067612089 0.064304635 0.070029893 
-2.8 -2.7 0.07235398 0.069195284 0.074992376 
-2.7 -2.6 0.07792486 0.074232026 0.080818677 
-2.6 -2.5 0.083019965 0.079084796 0.086166308 
-2.5 -2.4 0.087614962 0.083434616 0.090918769 
-2.4 -2.3 0.092857932 0.088393415 0.096367556 
-2.3 -2.2 0.097439168 0.092689152 0.10120793 
-2.2 -2.1 0.1024127 0.0976173 0.10641686 
-2.1 -2.0 0.10690751 0.10168325 0.11095984 
-2.0 -1.9 0.11101065 0.1055904 0.11543212 
-1.9 -1.8 0.11519776 0.10953588 0.11971677 
-1.8 -1.7 0.11948317 0.11345566 0.12424989 
-1.7 -1.6 0.12338307 0.11735321 0.12826165 
-1.6 -1.5 0.12725003 0.12103953 0.13231319 
-1.5 -1.4 0.13074111 0.12418115 0.13604801 
-1.4 -1.3 0.13385923 0.12692891 0.13915653 
-1.3 -1.2 0.13682673 0.13007506 0.14236217 
-1.2 -1.1 0.13981869 0.13262347 0.14547667 
-1.1 -1.0 0.14235518 0.13536763 0.14801578 
-1.0 -0.9 0.14503021 0.13762314 0.15091545 
-0.9 -0.8 0.14694643 0.13935142 0.15308909 
-0.8 -0.7 0.14877099 0.14129626 0.1547501 
-0.7 -0.6 0.15005911 0.14263269 0.15628635 
-0.6 -0.5 0.15226735 0.14418514 0.15830662 
-0.5 -0.4 0.15314963 0.14576745 0.15935505 
-0.4 -0.3 0.15427587 0.14633469 0.16062657 
-0.3 -0.2 0.15489159 0.14721012 0.16123209 
-0.2 -0.1 0.15572107 0.14772911 0.16191602 
-0.1 0.0 0.15566016 0.14743125 0.16225282 
0.0 0.1 0.15581078 0.14839667 0.16203987 
0.1 0.2 0.15556874 0.14752175 0.16203448 
0.2 0.3 0.15480988 0.14682724 0.16098546 
0.3 0.4 0.15440117 0.1465736 0.16075897 
0.4 0.5 0.15341951 0.1456893 0.15952229 
0.5 0.6 0.15219227 0.14434336 0.1584589 
0.6 0.7 0.15064496 0.14303488 0.1567552 
0.7 0.8 0.14909504 0.14136808 0.15514837 
0.8 0.9 0.14720564 0.13993454 0.15314527 
0.9 1.0 0.14479107 0.13745429 0.15056189 
1.0 1.1 0.142211 0.13521518 0.148058 
1.1 1.2 0.13978092 0.13278116 0.14546354 
1.2 1.3 0.13690538 0.13008095 0.14218196 
1.3 1.4 0.13389697 0.12716817 0.13951793 
1.4 1.5 0.13084617 0.12425644 0.13601289 
1.5 1.6 0.12724591 0.12087044 0.13240327 
1.6 1.7 0.1235807 0.11732987 0.1283662 
1.7 1.8 0.1192917 0.11367946 0.12414063 
1.8 1.9 0.11564573 0.10971442 0.12022657 
1.9 2.0 0.11087943 0.10549676 0.11523112 
2.0 2.1 0.10661561 0.10141421 0.11083593 
2.1 2.2 0.102466 0.097464648 0.10636258 
2.2 2.3 0.097938628 0.093201952 0.10163876 
2.3 2.4 0.092654784 0.088356879 0.096221906 
2.4 2.5 0.08775908 0.08353245 0.091027342 
2.5 2.6 0.082805615 0.078999313 0.086011309 
2.6 2.7 0.077678074 0.073881805 0.080417094 
2.7 2.8 0.072671176 0.069344976 0.075390959 
2.8 2.9 0.067376827 0.064367368 0.069711582 
2.9 3.0 0.062427955 0.059576007 0.064737608 
3.0 3.1 0.057399327 0.05474526 0.059425981 
3.1 3.2 0.052254625 0.050066013 0.053986232 
3.2 3.3 0.047139062 0.045149059 0.048678033 
3.3 3.4 0.042331871 0.040634295 0.043688509 
3.4 3.5 0.037691054 0.036056373 0.038810651 
3.5 3.6 0.033161197 0.031885121 0.034206622 
3.6 3.7 0.02892003 0.027931772 0.029761352 
3.7 3.8 0.02492113 0.023939636 0.025597592 
3.8 3.9 0.021140122 0.020409043 0.021673677 
3.9 4.0 0.017593821 0.017029127 0.018000705 
4.0 4.1 0.014286833 0.013878798 0.01468697 
4.1 4.2 0.011667403 0.011238069 0.011837383 
4.2 4.3 0.009097504 0.008936018 0.0092879338 
4.3 4.4 0.007060301 0.0068620909 0.0071613763 
4.4 4.5 0.0052367096 0.0051128489 0.0053183732 
4.5 4.6 0.0038405175 0.0037773555 0.0038767274 
