# create_lambda_band.py -l -1.0 -lo
# LO cross-section {center, min, max}
0.042404687 0.041216544 0.043544384 


# LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00012664468 0.00012514367 0.00012732682 
30.0 60.0 0.00028925734 0.00028425989 0.00029304707 
60.0 90.0 0.00030131967 0.00029415817 0.00030780318 
90.0 120.0 0.0002365161 0.00022951783 0.00024331222 
120.0 150.0 0.00016263378 0.00015708305 0.00016841814 
150.0 180.0 0.00010536778 0.00010124244 0.00010964491 
180.0 210.0 6.6736557e-05 6.3909479e-05 6.9767637e-05 
210.0 240.0 4.2163766e-05 4.0239513e-05 4.4246848e-05 
240.0 270.0 2.6942837e-05 2.5627131e-05 2.8379037e-05 
270.0 300.0 1.7384582e-05 1.6494131e-05 1.8395249e-05 


# LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 1.3992999e-13 5.3740067e-14 1.3992999e-13 
-4.6 -4.5 1.3952504e-10 1.338395e-10 3.0020167e-10 
-4.5 -4.4 3.7981966e-09 3.7981966e-09 6.7896749e-09 
-4.4 -4.3 5.1108855e-08 4.1758778e-08 5.3550456e-08 
-4.3 -4.2 2.9926892e-07 2.461489e-07 3.2665517e-07 
-4.2 -4.1 1.0388512e-06 9.6105091e-07 1.1734689e-06 
-4.1 -4.0 3.2602859e-06 2.8980047e-06 3.5316151e-06 
-4.0 -3.9 8.0484997e-06 7.6060794e-06 8.6410893e-06 
-3.9 -3.8 1.7450728e-05 1.6289232e-05 1.8849523e-05 
-3.8 -3.7 3.4486991e-05 3.2343853e-05 3.6794436e-05 
-3.7 -3.6 6.3567721e-05 5.988042e-05 6.920878e-05 
-3.6 -3.5 0.00010860915 0.0001015889 0.00011400053 
-3.5 -3.4 0.00017221986 0.00016308922 0.00018141188 
-3.4 -3.3 0.00025970791 0.00024877891 0.00027346651 
-3.3 -3.2 0.00037839157 0.00036078896 0.00039512089 
-3.2 -3.1 0.00052824477 0.00050332957 0.00055277485 
-3.1 -3.0 0.00071487298 0.00068687023 0.00074182582 
-3.0 -2.9 0.00092808991 0.00089668893 0.00096695273 
-2.9 -2.8 0.0012027719 0.0011565165 0.0012404894 
-2.8 -2.7 0.0014880044 0.0014379331 0.0015474756 
-2.7 -2.6 0.0018356509 0.0017708967 0.0018922048 
-2.6 -2.5 0.0021985988 0.0021328701 0.0022704881 
-2.5 -2.4 0.0026178493 0.0025327461 0.002693736 
-2.4 -2.3 0.0030422857 0.002953435 0.0031317308 
-2.3 -2.2 0.003525173 0.0034184015 0.0036223857 
-2.2 -2.1 0.0040052983 0.0038929196 0.00411373 
-2.1 -2.0 0.0045013396 0.0043705827 0.0046281563 
-2.0 -1.9 0.0050230254 0.0048908867 0.0051546569 
-1.9 -1.8 0.0055528847 0.0053897162 0.0056948704 
-1.8 -1.7 0.0060736237 0.0059118343 0.0062268485 
-1.7 -1.6 0.0066096055 0.0064230554 0.0067870205 
-1.6 -1.5 0.0071351217 0.0069453033 0.0073067554 
-1.5 -1.4 0.0076255978 0.0074204527 0.0078254292 
-1.4 -1.3 0.0081372839 0.0079189745 0.0083447214 
-1.3 -1.2 0.0086184601 0.0083984655 0.0088392866 
-1.2 -1.1 0.0090936929 0.0088318353 0.0093344622 
-1.1 -1.0 0.0094988519 0.0092448252 0.0097322253 
-1.0 -0.9 0.0098968282 0.0096284128 0.010156712 
-0.9 -0.8 0.010271982 0.0099901037 0.010533562 
-0.8 -0.7 0.010593134 0.010310248 0.010879312 
-0.7 -0.6 0.01089866 0.010596639 0.011183556 
-0.6 -0.5 0.01114566 0.010836373 0.011447333 
-0.5 -0.4 0.011371669 0.011063224 0.011671478 
-0.4 -0.3 0.011557785 0.011226729 0.011866137 
-0.3 -0.2 0.011666974 0.011355009 0.011981691 
-0.2 -0.1 0.011753873 0.011420037 0.012066644 
-0.1 0.0 0.011821491 0.011491676 0.012133286 
0.0 0.1 0.011808335 0.011476265 0.012138672 
0.1 0.2 0.011741511 0.011423684 0.012052767 
0.2 0.3 0.011703944 0.011372753 0.012013441 
0.3 0.4 0.011556227 0.011228165 0.011876684 
0.4 0.5 0.01137214 0.011064404 0.011674171 
0.5 0.6 0.011165358 0.010859958 0.011455964 
0.6 0.7 0.01091723 0.010611906 0.011197949 
0.7 0.8 0.010587399 0.010296599 0.010876151 
0.8 0.9 0.010265833 0.0099872398 0.010522871 
0.9 1.0 0.009882679 0.0096232187 0.010148145 
1.0 1.1 0.0095007969 0.0092414662 0.009743711 
1.1 1.2 0.0091040828 0.0088583423 0.0093327425 
1.2 1.3 0.0086227274 0.008386534 0.0088442613 
1.3 1.4 0.0081310154 0.0079091952 0.008343189 
1.4 1.5 0.0076517188 0.00744641 0.0078419516 
1.5 1.6 0.0071478486 0.0069571724 0.0073328646 
1.6 1.7 0.0066131286 0.0064291627 0.006783209 
1.7 1.8 0.0060875719 0.0059247795 0.0062452397 
1.8 1.9 0.0055496672 0.0053954099 0.0056961159 
1.9 2.0 0.0050222387 0.0048809609 0.0051562883 
2.0 2.1 0.0045097818 0.0043845113 0.0046290988 
2.1 2.2 0.0040059965 0.003887283 0.0041088317 
2.2 2.3 0.0035082008 0.0034076666 0.0036103665 
2.3 2.4 0.0030522483 0.0029607072 0.0031455068 
2.4 2.5 0.002609034 0.0025259856 0.0026841633 
2.5 2.6 0.0021926751 0.0021250023 0.0022619479 
2.6 2.7 0.0018295725 0.0017674624 0.0018888907 
2.7 2.8 0.0014986189 0.001449759 0.0015494255 
2.8 2.9 0.0011998596 0.0011512145 0.0012440151 
2.9 3.0 0.00093663481 0.0009020315 0.00097409673 
3.0 3.1 0.00071216371 0.00068446222 0.00074036561 
3.1 3.2 0.00052800574 0.00050499932 0.00055247653 
3.2 3.3 0.00037622155 0.00036030715 0.00039500561 
3.3 3.4 0.00026282113 0.00025027709 0.00027427913 
3.4 3.5 0.00017268863 0.00016352306 0.00018427993 
3.5 3.6 0.00010856258 0.00010222098 0.00011396918 
3.6 3.7 6.4705776e-05 6.1347881e-05 6.8728461e-05 
3.7 3.8 3.5364534e-05 3.3063768e-05 3.8059225e-05 
3.8 3.9 1.7870508e-05 1.6585057e-05 1.945935e-05 
3.9 4.0 8.0699053e-06 7.5112128e-06 8.6977806e-06 
4.0 4.1 3.3675641e-06 3.0799731e-06 3.6750834e-06 
4.1 4.2 1.0990058e-06 1.0017156e-06 1.2127885e-06 
4.2 4.3 2.7500627e-07 2.506571e-07 3.1289695e-07 
4.3 4.4 5.4039945e-08 4.7141531e-08 5.8297059e-08 
4.4 4.5 4.9299628e-09 4.4133804e-09 5.5209229e-09 
4.5 4.6 7.6212072e-10 3.7507424e-10 1.0751675e-09 
4.6 4.7 1.1104263e-13 2.1477792e-14 4.9309129e-13 
4.7 4.8 0.0 0.0 0.0 
4.8 4.9 0.0 0.0 0.0 
4.9 5.0 0.0 0.0 0.0 


# LO mHH {ptmin, ptmax, center, min, max}
0.0 200.0 0.0 0.0 0.0 
200.0 400.0 0.00012394095 0.00012203968 0.00012530709 
400.0 600.0 5.5133822e-05 5.3218221e-05 5.7050445e-05 
600.0 800.0 1.7338944e-05 1.6428838e-05 1.832308e-05 
800.0 1000.0 7.1209716e-06 6.6572978e-06 7.6544071e-06 
1000.0 1200.0 3.4484067e-06 3.1821544e-06 3.7480707e-06 
1200.0 1400.0 1.858717e-06 1.7098381e-06 2.0465191e-06 
1400.0 1600.0 1.0902291e-06 9.902557e-07 1.2102598e-06 
1600.0 1800.0 6.6580879e-07 6.0089959e-07 7.4553923e-07 
1800.0 2000.0 4.2516457e-07 3.7937818e-07 4.8294077e-07 


# LO phiHH {ptmin, ptmax, center, min, max}
0.0 0.31415927 0.0057614502 0.005586164 0.0059360217 
0.31415927 0.62831853 0.0059265282 0.0057475162 0.0061067153 
0.62831853 0.9424778 0.0063278954 0.0061385363 0.0065127472 
0.9424778 1.2566371 0.0070439268 0.0068373154 0.0072487717 
1.2566371 1.5707963 0.0082293305 0.0079935058 0.0084596659 
1.5707963 1.8849556 0.010092222 0.0098084486 0.010366422 
1.8849556 2.1991149 0.013076507 0.012716207 0.013420126 
2.1991149 2.5132741 0.017810909 0.017329485 0.018269621 
2.5132741 2.8274334 0.02534703 0.024668513 0.02598994 
2.8274334 3.1415927 0.03536251 0.034370642 0.036296049 


# LO ptH_h {ptmin, ptmax, center, min, max}
0.0 30.0 1.3883603e-05 1.3779768e-05 1.3883603e-05 
30.0 60.0 0.00012375589 0.00012277135 0.00012394515 
60.0 90.0 0.00024858368 0.0002448132 0.00025121855 
90.0 120.0 0.00027542533 0.00026945598 0.00028059805 
120.0 150.0 0.00023137212 0.000225004 0.00023749774 
150.0 180.0 0.00016943428 0.00016375474 0.00017512352 
180.0 210.0 0.00011590975 0.00011140694 0.00012058204 
210.0 240.0 7.6886321e-05 7.3522733e-05 8.0497081e-05 
240.0 270.0 5.0539149e-05 4.8124003e-05 5.3109132e-05 
270.0 300.0 3.3272582e-05 3.1541566e-05 3.5193146e-05 


# LO yH_h {ptmin, ptmax, center, min, max}
-5.0 -4.9 6.1268688e-08 6.1268688e-08 8.5738659e-08 
-4.9 -4.8 2.6802431e-07 2.4193389e-07 3.4409947e-07 
-4.8 -4.7 9.5086786e-07 7.1557856e-07 1.0591296e-06 
-4.7 -4.6 2.2941515e-06 2.0951628e-06 2.573752e-06 
-4.6 -4.5 4.9458041e-06 4.5087295e-06 6.8039361e-06 
-4.5 -4.4 1.1236206e-05 1.0267377e-05 1.1863019e-05 
-4.4 -4.3 1.9134986e-05 1.7404343e-05 2.0776819e-05 
-4.3 -4.2 3.3151112e-05 3.0455693e-05 3.6515227e-05 
-4.2 -4.1 5.49505e-05 4.9679552e-05 5.9036254e-05 
-4.1 -4.0 8.3809188e-05 7.8013151e-05 9.1309459e-05 
-4.0 -3.9 0.00012811107 0.00012028486 0.00013613873 
-3.9 -3.8 0.00018333997 0.00017010423 0.00019904682 
-3.8 -3.7 0.00026120624 0.00024418236 0.00027619036 
-3.7 -3.6 0.00035316298 0.00033339985 0.0003788385 
-3.6 -3.5 0.00046869873 0.00044451209 0.00049465216 
-3.5 -3.4 0.00060951185 0.00057868669 0.00064395883 
-3.4 -3.3 0.00077426476 0.00073498305 0.00081777501 
-3.3 -3.2 0.00097335692 0.00092723743 0.0010198751 
-3.2 -3.1 0.0011807471 0.0011308639 0.0012340335 
-3.1 -3.0 0.0014241516 0.0013654161 0.0014873398 
-3.0 -2.9 0.0017038329 0.0016342941 0.0017794252 
-2.9 -2.8 0.0020119603 0.001929559 0.0020917153 
-2.8 -2.7 0.0023187566 0.0022375836 0.0024048494 
-2.7 -2.6 0.0026714354 0.0025729771 0.0027671061 
-2.6 -2.5 0.0030246105 0.0029234954 0.0031321196 
-2.5 -2.4 0.00339441 0.0032793612 0.0035025874 
-2.4 -2.3 0.0037902634 0.0036625734 0.0039202262 
-2.3 -2.2 0.0042026818 0.0040724928 0.0043273606 
-2.2 -2.1 0.0046179947 0.0044738029 0.0047600954 
-2.1 -2.0 0.0050471145 0.0048971511 0.0051961761 
-2.0 -1.9 0.0054706269 0.0053015919 0.005623953 
-1.9 -1.8 0.0058580077 0.0057008001 0.0060140555 
-1.8 -1.7 0.0062811821 0.006098554 0.0064700413 
-1.7 -1.6 0.0066999683 0.0065175774 0.0068649475 
-1.6 -1.5 0.0071118467 0.0069144146 0.0073054556 
-1.5 -1.4 0.0074963606 0.00729071 0.0076812874 
-1.4 -1.3 0.0078620933 0.0076551013 0.0080637872 
-1.3 -1.2 0.0082115364 0.0079871928 0.0084196118 
-1.2 -1.1 0.0085611436 0.0083402859 0.0087622038 
-1.1 -1.0 0.0088558904 0.0086234586 0.0090732789 
-1.0 -0.9 0.0091561684 0.0089230281 0.0093786459 
-0.9 -0.8 0.0094235224 0.0091853555 0.0096392443 
-0.8 -0.7 0.0096631279 0.0094071726 0.0099084215 
-0.7 -0.6 0.009879344 0.0096301852 0.010121678 
-0.6 -0.5 0.010046736 0.00979107 0.010279904 
-0.5 -0.4 0.010211299 0.009956796 0.010455313 
-0.4 -0.3 0.010340248 0.010085858 0.010579015 
-0.3 -0.2 0.010441464 0.010181694 0.010676537 
-0.2 -0.1 0.010511079 0.010230644 0.01076663 
-0.1 0.0 0.010542623 0.010281259 0.010790946 
0.0 0.1 0.01054798 0.010288467 0.010795248 
0.1 0.2 0.010504298 0.010235349 0.010743904 
0.2 0.3 0.010429782 0.010175824 0.010677774 
