# create_lambda_band.py -l 1.75 -e 100 -nnlo
# NNLO cross-section {center, min, max}
0.067042816 0.06685338 0.067319667 


# NNLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00014607565 0.0001454127 0.00014700677 
30.0 60.0 0.00034741634 0.00034606884 0.00034935861 
60.0 90.0 0.00038939068 0.00038813425 0.00039125729 
90.0 120.0 0.00033587589 0.00033491565 0.00033724452 
120.0 150.0 0.00025865539 0.00025800259 0.0002596368 
150.0 180.0 0.00019005886 0.00018963255 0.00019064966 
180.0 210.0 0.0001371076 0.00013681943 0.00013754007 
210.0 240.0 9.9449896e-05 9.924281e-05 9.9750386e-05 
240.0 270.0 7.2920086e-05 7.2760851e-05 7.3097169e-05 
270.0 300.0 5.4494029e-05 5.4397182e-05 5.4645542e-05 


# NNLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 1.562808e-05 1.5410123e-05 1.5751953e-05 
-4.9 -4.8 2.6176877e-05 2.5695876e-05 2.6499165e-05 
-4.8 -4.7 4.2921605e-05 4.2921605e-05 4.3363981e-05 
-4.7 -4.6 6.8982214e-05 6.8601998e-05 6.9565892e-05 
-4.6 -4.5 0.00010314088 0.00010251122 0.00010429471 
-4.5 -4.4 0.00014613283 0.00014571892 0.0001469234 
-4.4 -4.3 0.00021223965 0.00021130705 0.00021386648 
-4.3 -4.2 0.00028554054 0.00028408633 0.000288203 
-4.2 -4.1 0.00037455967 0.00037228133 0.00037729949 
-4.1 -4.0 0.00049204419 0.00049080539 0.00049702319 
-4.0 -3.9 0.00064666919 0.00064243691 0.00064925083 
-3.9 -3.8 0.00077983581 0.0007761013 0.00078562244 
-3.8 -3.7 0.00097783188 0.00097030824 0.00098547105 
-3.7 -3.6 0.0012017633 0.0011977516 0.001211163 
-3.6 -3.5 0.0014718918 0.0014648235 0.0014805234 
-3.5 -3.4 0.0017290318 0.0017199147 0.0017445228 
-3.4 -3.3 0.0020522866 0.0020475121 0.0020626423 
-3.3 -3.2 0.0023942504 0.0023850619 0.0024136064 
-3.2 -3.1 0.0027719045 0.0027569271 0.0027861386 
-3.1 -3.0 0.0032013376 0.0031860138 0.0032232873 
-3.0 -2.9 0.0035995071 0.0035857577 0.0036221547 
-2.9 -2.8 0.0040798331 0.0040630539 0.0041015517 
-2.8 -2.7 0.004518453 0.004500938 0.0045426895 
-2.7 -2.6 0.0050804962 0.005064905 0.0051076491 
-2.6 -2.5 0.0055071341 0.0054864581 0.0055466175 
-2.5 -2.4 0.0060195945 0.0059974925 0.0060505675 
-2.4 -2.3 0.0065358591 0.0065134226 0.0065708673 
-2.3 -2.2 0.0071187271 0.0070777466 0.007151335 
-2.2 -2.1 0.00768463 0.0076617742 0.0077235777 
-2.1 -2.0 0.0082750426 0.0082422186 0.008315161 
-2.0 -1.9 0.0087475259 0.0087228111 0.0087886749 
-1.9 -1.8 0.0093304372 0.009300775 0.0093766432 
-1.8 -1.7 0.0098072135 0.0097766961 0.0098521201 
-1.7 -1.6 0.010375422 0.010349254 0.010421958 
-1.6 -1.5 0.010902856 0.010864132 0.010947704 
-1.5 -1.4 0.011380826 0.0113452 0.01142269 
-1.4 -1.3 0.01186005 0.011830793 0.011911203 
-1.3 -1.2 0.01237149 0.012334318 0.012412694 
-1.2 -1.1 0.012761531 0.012725604 0.01281689 
-1.1 -1.0 0.013126009 0.013091318 0.013167453 
-1.0 -0.9 0.01357058 0.013538924 0.013622527 
-0.9 -0.8 0.013953326 0.013912696 0.013999465 
-0.8 -0.7 0.014234432 0.014200176 0.014280297 
-0.7 -0.6 0.014434103 0.014397875 0.014481431 
-0.6 -0.5 0.014708599 0.014672893 0.014768679 
-0.5 -0.4 0.01493065 0.01489098 0.0149662 
-0.4 -0.3 0.015169416 0.015130041 0.015225279 
-0.3 -0.2 0.015270905 0.015237285 0.01532153 
-0.2 -0.1 0.015351181 0.015322715 0.015390392 
-0.1 0.0 0.015340946 0.01530158 0.015394423 
0.0 0.1 0.015390271 0.01533326 0.015437422 
0.1 0.2 0.015367349 0.015339546 0.0154144 
0.2 0.3 0.015216553 0.015182533 0.015259405 
0.3 0.4 0.015127373 0.01508417 0.015188579 
0.4 0.5 0.014942014 0.014905976 0.014985496 
0.5 0.6 0.01474793 0.014705856 0.014795786 
0.6 0.7 0.014491489 0.014463297 0.014536383 
0.7 0.8 0.014230016 0.014193806 0.014279986 
0.8 0.9 0.013927872 0.013878898 0.013986391 
0.9 1.0 0.013578924 0.013548729 0.013620364 
1.0 1.1 0.013198795 0.013163397 0.013256053 
1.1 1.2 0.012787176 0.012755948 0.012829105 
1.2 1.3 0.012375465 0.012337692 0.012428439 
1.3 1.4 0.01186112 0.0118237 0.011903527 
1.4 1.5 0.011345105 0.011313569 0.011379539 
1.5 1.6 0.0108782 0.010844499 0.0109366 
1.6 1.7 0.010410448 0.010367556 0.010452746 
1.7 1.8 0.0098653331 0.0098314952 0.0099102845 
1.8 1.9 0.0093176291 0.0092807511 0.0093574148 
1.9 2.0 0.0088299091 0.0087994025 0.0088688507 
2.0 2.1 0.008169474 0.0081548406 0.0082177261 
2.1 2.2 0.0077092968 0.0076702572 0.0077421198 
2.2 2.3 0.0071625403 0.0071404176 0.0072012276 
2.3 2.4 0.0066023647 0.0065796771 0.0066418246 
2.4 2.5 0.0060897105 0.0060644245 0.0061144597 
2.5 2.6 0.0055047564 0.0054866799 0.0055368564 
2.6 2.7 0.0050224993 0.0050072943 0.0050538725 
2.7 2.8 0.0045080058 0.0044929173 0.0045319626 
2.8 2.9 0.0040166838 0.0039935869 0.0040419939 
2.9 3.0 0.0035689171 0.0035550953 0.0035933904 
3.0 3.1 0.0031883775 0.0031691858 0.0032029615 
3.1 3.2 0.0027823167 0.0027768216 0.0028004885 
3.2 3.3 0.0024115231 0.0024031621 0.0024260869 
3.3 3.4 0.0020404891 0.0020323515 0.0020566242 
3.4 3.5 0.0017701492 0.0017658294 0.001785164 
3.5 3.6 0.0014650559 0.0014538962 0.0014713349 
3.6 3.7 0.0012276871 0.0012228879 0.0012367294 
3.7 3.8 0.0010137494 0.0010109767 0.0010215553 
