# create_lambda_band.py -l 1 -e 14 -nlo
# NLO cross-section {center, min, max}
0.0020649258 0.0020477437 0.0020834004 


# NLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 7.1560874e-06 7.1090863e-06 7.2200213e-06 
30.0 60.0 1.5501958e-05 1.5391518e-05 1.5642804e-05 
60.0 90.0 1.5097456e-05 1.498096e-05 1.5233422e-05 
90.0 120.0 1.1123945e-05 1.102926e-05 1.1224612e-05 
120.0 150.0 7.2613611e-06 7.1927005e-06 7.325889e-06 
150.0 180.0 4.507366e-06 4.4641525e-06 4.5484321e-06 
180.0 210.0 2.79365e-06 2.7649246e-06 2.8153947e-06 
210.0 240.0 1.7513592e-06 1.7304745e-06 1.7676147e-06 
240.0 270.0 1.112685e-06 1.1002561e-06 1.1227532e-06 
270.0 300.0 7.3491429e-07 7.2715738e-07 7.4087153e-07 


# NLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 0.0 0.0 0.0 
-4.6 -4.5 0.0 0.0 0.0 
-4.5 -4.4 0.0 0.0 0.0 
-4.4 -4.3 0.0 0.0 0.0 
-4.3 -4.2 0.0 0.0 0.0 
-4.2 -4.1 0.0 0.0 0.0 
-4.1 -4.0 0.0 0.0 0.0 
-4.0 -3.9 1.2732464e-13 8.6000236e-14 1.9297824e-13 
-3.9 -3.8 4.1629135e-11 3.5666174e-11 5.8858092e-11 
-3.8 -3.7 7.0362892e-10 7.0362892e-10 8.046855e-10 
-3.7 -3.6 5.4336328e-09 4.5043999e-09 5.9402125e-09 
-3.6 -3.5 2.5350498e-08 2.353734e-08 2.6032719e-08 
-3.5 -3.4 8.2100579e-08 7.7870252e-08 8.6209569e-08 
-3.4 -3.3 2.2027017e-07 2.1879846e-07 2.3000437e-07 
-3.3 -3.2 5.6089509e-07 5.2602955e-07 5.7998371e-07 
-3.2 -3.1 1.1976982e-06 1.1749681e-06 1.2204653e-06 
-3.1 -3.0 2.2622874e-06 2.1669571e-06 2.3181243e-06 
-3.0 -2.9 4.1082729e-06 4.0194319e-06 4.1598136e-06 
-2.9 -2.8 7.0193662e-06 6.8075976e-06 7.1494631e-06 
-2.8 -2.7 1.1105926e-05 1.0860013e-05 1.1269803e-05 
-2.7 -2.6 1.7149002e-05 1.6788114e-05 1.7349117e-05 
-2.6 -2.5 2.5328404e-05 2.4841215e-05 2.5521397e-05 
-2.5 -2.4 3.5473533e-05 3.4982898e-05 3.5906489e-05 
-2.4 -2.3 4.89346e-05 4.8009279e-05 4.9372463e-05 
-2.3 -2.2 6.4334193e-05 6.3413155e-05 6.4860971e-05 
-2.2 -2.1 8.5027394e-05 8.3850867e-05 8.5845853e-05 
-2.1 -2.0 0.00010826423 0.0001067916 0.00010935946 
-2.0 -1.9 0.00013455865 0.00013308398 0.0001356718 
-1.9 -1.8 0.00016502594 0.00016300232 0.00016632277 
-1.8 -1.7 0.00019969933 0.00019715533 0.00020136509 
-1.7 -1.6 0.0002338901 0.00023185741 0.00023611697 
-1.6 -1.5 0.00027517345 0.00027264038 0.00027753588 
-1.5 -1.4 0.00031583993 0.00031274502 0.00031867005 
-1.4 -1.3 0.0003605522 0.00035733538 0.00036360576 
-1.3 -1.2 0.00040456859 0.0004009627 0.00040824268 
-1.2 -1.1 0.00044978629 0.0004458493 0.00045383216 
-1.1 -1.0 0.00049539603 0.00049145187 0.0004997921 
-1.0 -0.9 0.00053893136 0.00053484703 0.00054361099 
-0.9 -0.8 0.00058255072 0.00057781047 0.00058769442 
-0.8 -0.7 0.00062176753 0.00061710112 0.00062740703 
-0.7 -0.6 0.00065930059 0.00065422236 0.00066524683 
-0.6 -0.5 0.00069218388 0.00068697086 0.00069867699 
-0.5 -0.4 0.00072053653 0.00071546535 0.00072662963 
-0.4 -0.3 0.00074617714 0.00074081081 0.00075310157 
-0.3 -0.2 0.00076361551 0.00075802938 0.00077061217 
-0.2 -0.1 0.00077481788 0.00076918431 0.00078166906 
-0.1 0.0 0.00077851856 0.0007727113 0.00078559258 
0.0 0.1 0.00077973119 0.00077431597 0.00078688444 
0.1 0.2 0.00077516809 0.00076962715 0.00078201707 
0.2 0.3 0.00076411013 0.00075852881 0.00077095536 
0.3 0.4 0.00074339259 0.00073815531 0.0007498242 
0.4 0.5 0.0007212287 0.0007158671 0.00072816939 
