# create_lambda_band.py -l -2 -e 100 -n3lo
# N3LO cross-section {center, min, max}
0.56635422 0.56613616 0.56717855 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.0013866379 0.0013856608 0.0013900661 
30.0 60.0 0.0033182249 0.0033162622 0.003325315 
60.0 90.0 0.0036974049 0.0036958367 0.0037038189 
90.0 120.0 0.0031130195 0.0031120035 0.0031173912 
120.0 150.0 0.0022977026 0.0022968579 0.0023002305 
150.0 180.0 0.0015855978 0.0015852166 0.0015871595 
180.0 210.0 0.0010707894 0.0010706296 0.0010715451 
210.0 240.0 0.00071704301 0.00071699015 0.0007175216 
240.0 270.0 0.00048394308 0.00048376445 0.0004841663 
270.0 300.0 0.0003303167 0.00033026209 0.00033040138 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.00041900527 0.0004165366 0.00042137402 
-4.9 -4.8 0.00073556015 0.00073336738 0.00073765162 
-4.8 -4.7 0.0011243029 0.0011238415 0.0011279246 
-4.7 -4.6 0.0017307889 0.0017185952 0.0017359908 
-4.6 -4.5 0.0024187203 0.002418197 0.0024297796 
-4.5 -4.4 0.0033778783 0.0033746966 0.0033877626 
-4.4 -4.3 0.0044815467 0.0044718814 0.0044959894 
-4.3 -4.2 0.0058852828 0.0058716913 0.0059005702 
-4.2 -4.1 0.0074877543 0.0074877543 0.0075166401 
-4.1 -4.0 0.0093637344 0.0093468872 0.0093916857 
-4.0 -3.9 0.011447804 0.011429425 0.011483832 
-3.9 -3.8 0.013740407 0.013738649 0.013777358 
-3.8 -3.7 0.016285951 0.016270611 0.016337957 
-3.7 -3.6 0.018977225 0.018970205 0.019023448 
-3.6 -3.5 0.021858252 0.021836568 0.021905984 
-3.5 -3.4 0.024967102 0.024953074 0.025021365 
-3.4 -3.3 0.028099449 0.028088894 0.02817712 
-3.3 -3.2 0.031645891 0.031615736 0.031704311 
-3.2 -3.1 0.035162917 0.035153454 0.035237299 
-3.1 -3.0 0.03862776 0.038611245 0.038719866 
-3.0 -2.9 0.042121671 0.042103374 0.042196178 
-2.9 -2.8 0.045979396 0.045961304 0.046090364 
