# create_lambda_band.py -l 6 -e 100 -nnlo
# NNLO cross-section {center, min, max}
0.77120647 0.7683524 0.77540487 


# NNLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.0015799596 0.0015706359 0.0015932873 
30.0 60.0 0.0038486132 0.0038286476 0.0038772035 
60.0 90.0 0.0044516757 0.0044322265 0.0044803639 
90.0 120.0 0.0039494364 0.0039346313 0.0039710524 
120.0 150.0 0.0030968553 0.0030864216 0.0031120761 
150.0 180.0 0.0022943014 0.002287446 0.0023043689 
180.0 210.0 0.0016596376 0.0016550539 0.0016660708 
210.0 240.0 0.0011970117 0.0011941335 0.0012018112 
240.0 270.0 0.00086504141 0.00086329145 0.00086800937 
270.0 300.0 0.00063254505 0.00063112134 0.00063496832 


# NNLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.00075152339 0.00074541768 0.00076010477 
-4.9 -4.8 0.0012604191 0.0012482592 0.0012705128 
-4.8 -4.7 0.0019213715 0.0019136318 0.0019398934 
-4.7 -4.6 0.0028373085 0.0028222605 0.0028633002 
-4.6 -4.5 0.0039697176 0.0039444581 0.0040132135 
-4.5 -4.4 0.0055495788 0.0055173513 0.0055990934 
-4.4 -4.3 0.0072493811 0.0072024665 0.007327526 
-4.3 -4.2 0.0093711054 0.0093090482 0.0094485653 
-4.2 -4.1 0.011902411 0.011859768 0.012003874 
-4.1 -4.0 0.014654829 0.014565848 0.014789745 
-4.0 -3.9 0.017557134 0.017496296 0.017749487 
-3.9 -3.8 0.020999773 0.020885043 0.021168474 
-3.8 -3.7 0.024730375 0.024580305 0.024961775 
-3.7 -3.6 0.028499741 0.028350371 0.028746862 
-3.6 -3.5 0.032571167 0.032452926 0.032831421 
-3.5 -3.4 0.036886794 0.03669351 0.037173096 
-3.4 -3.3 0.041461042 0.041251857 0.041799727 
-3.3 -3.2 0.046136075 0.045945704 0.046496377 
-3.2 -3.1 0.050619169 0.050335746 0.051007923 
-3.1 -3.0 0.055469484 0.055249341 0.055868792 
-3.0 -2.9 0.060006628 0.059710686 0.06044088 
-2.9 -2.8 0.064940556 0.064678118 0.065400515 
-2.8 -2.7 0.069572268 0.069262593 0.070048961 
-2.7 -2.6 0.074536243 0.074193248 0.075008308 
-2.6 -2.5 0.079263452 0.078902918 0.079814753 
-2.5 -2.4 0.083532148 0.083231274 0.084023826 
-2.4 -2.3 0.0882462 0.087885382 0.088839567 
-2.3 -2.2 0.092708186 0.092373154 0.093294204 
-2.2 -2.1 0.09719366 0.096753869 0.097768604 
-2.1 -2.0 0.10111911 0.10074853 0.10170957 
-2.0 -1.9 0.10498918 0.10456096 0.10552624 
-1.9 -1.8 0.10925811 0.10886561 0.10985688 
-1.8 -1.7 0.11285473 0.11242626 0.11350112 
-1.7 -1.6 0.11629678 0.11588397 0.11688499 
-1.6 -1.5 0.12019467 0.11973234 0.12078292 
-1.5 -1.4 0.12300306 0.12259938 0.12366864 
-1.4 -1.3 0.12593012 0.12544079 0.1264732 
-1.3 -1.2 0.12876803 0.1283379 0.12941815 
-1.2 -1.1 0.1314699 0.13104439 0.13213227 
-1.1 -1.0 0.1337204 0.13324174 0.1343683 
-1.0 -0.9 0.13624002 0.13580469 0.1368088 
-0.9 -0.8 0.1378989 0.13745762 0.1385579 
-0.8 -0.7 0.13936327 0.13898453 0.13999919 
-0.7 -0.6 0.14099042 0.14043581 0.14160864 
-0.6 -0.5 0.14258398 0.14213297 0.1432372 
-0.5 -0.4 0.14375152 0.14325 0.14437879 
-0.4 -0.3 0.14466183 0.14425612 0.14532515 
