# create_lambda_band.py -l -5.0 -n3lo
# N3LO cross-section {center, min, max}
0.22492247 0.22484559 0.22516792 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00063187779 0.00063143065 0.00063304422 
30.0 60.0 0.0014569637 0.0014562448 0.0014591252 
60.0 90.0 0.0015443248 0.0015438104 0.0015460963 
90.0 120.0 0.0012397825 0.0012394808 0.001240929 
120.0 150.0 0.00087642938 0.00087619683 0.00087712822 
150.0 180.0 0.00058394051 0.00058384073 0.00058438468 
180.0 210.0 0.00038107179 0.00038093684 0.00038133317 
210.0 240.0 0.00024816266 0.00024809303 0.00024829392 
240.0 270.0 0.00016322597 0.0001632151 0.00016336387 
270.0 300.0 0.00010891289 0.00010887936 0.00010897213 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 8.2820489e-12 6.3609099e-12 9.0505684e-12 
-4.6 -4.5 1.6027193e-09 1.217434e-09 1.6197959e-09 
-4.5 -4.4 6.7255096e-08 6.6575555e-08 6.7748312e-08 
-4.4 -4.3 4.9380633e-07 4.9195558e-07 5.0176305e-07 
-4.3 -4.2 2.6995404e-06 2.6438791e-06 2.7042678e-06 
-4.2 -4.1 9.516315e-06 9.3893516e-06 9.5404993e-06 
-4.1 -4.0 2.812285e-05 2.8109174e-05 2.8409541e-05 
-4.0 -3.9 6.5455471e-05 6.511115e-05 6.5679521e-05 
-3.9 -3.8 0.0001437137 0.00014329058 0.00014397488 
-3.8 -3.7 0.00027289029 0.00027276628 0.00027320004 
-3.7 -3.6 0.00047703206 0.00047599722 0.00047803895 
-3.6 -3.5 0.00078586108 0.0007844445 0.00078727779 
-3.5 -3.4 0.0012252688 0.0012241161 0.0012282622 
-3.4 -3.3 0.0018288169 0.001825475 0.0018321936 
-3.3 -3.2 0.0025790296 0.0025772231 0.0025830247 
-3.2 -3.1 0.0035246513 0.0035187931 0.003532574 
-3.1 -3.0 0.0046736851 0.004666114 0.0046789121 
-3.0 -2.9 0.0060262047 0.0060210115 0.0060437198 
-2.9 -2.8 0.0075398008 0.0075360963 0.0075523542 
-2.8 -2.7 0.0092925271 0.0092856504 0.009313213 
-2.7 -2.6 0.01117439 0.011166894 0.01119368 
-2.6 -2.5 0.013328457 0.013318153 0.013350741 
-2.5 -2.4 0.015557337 0.015544587 0.015588611 
-2.4 -2.3 0.017943459 0.017934118 0.017973696 
-2.3 -2.2 0.020381359 0.020363427 0.020411523 
-2.2 -2.1 0.022884407 0.022878573 0.022920253 
-2.1 -2.0 0.025547065 0.02553321 0.025578803 
-2.0 -1.9 0.02811071 0.028101355 0.028154909 
-1.9 -1.8 0.03074255 0.030724823 0.030787172 
-1.8 -1.7 0.033421522 0.033410513 0.033458027 
-1.7 -1.6 0.035983452 0.035964412 0.036029063 
-1.6 -1.5 0.038488118 0.038481131 0.038541172 
-1.5 -1.4 0.04086863 0.040851592 0.040910514 
-1.4 -1.3 0.043250108 0.043238098 0.043291133 
-1.3 -1.2 0.045524227 0.045506934 0.045572875 
-1.2 -1.1 0.047494936 0.04748048 0.0475482 
-1.1 -1.0 0.049519042 0.049508869 0.049567472 
-1.0 -0.9 0.051270258 0.051252456 0.051325589 
-0.9 -0.8 0.052878121 0.052859099 0.052916264 
-0.8 -0.7 0.054435989 0.054428595 0.054486029 
-0.7 -0.6 0.055699472 0.055680396 0.055753613 
-0.6 -0.5 0.056790068 0.056775503 0.056836931 
