# create_lambda_band.py -l -5 -e 14 -lo
# LO cross-section {center, min, max}
0.066198136 0.062510081 0.070287378 


# LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00021055388 0.0002014771 0.00021986011 
30.0 60.0 0.00047024364 0.00044787193 0.00049409728 
60.0 90.0 0.00047686562 0.00045182419 0.00050430886 
90.0 120.0 0.00036552724 0.00034473968 0.00038880451 
120.0 150.0 0.00024699159 0.00023192748 0.00026401337 
150.0 180.0 0.00015774256 0.00014756071 0.0001693504 
180.0 210.0 9.8859515e-05 9.2148774e-05 0.00010657848 
210.0 240.0 6.1975989e-05 5.7608702e-05 6.7103553e-05 
240.0 270.0 3.931212e-05 3.6396199e-05 4.2668796e-05 
270.0 300.0 2.5251637e-05 2.3308478e-05 2.7479775e-05 


# LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 0.0 0.0 0.0 
-4.6 -4.5 0.0 0.0 0.0 
-4.5 -4.4 0.0 0.0 0.0 
-4.4 -4.3 0.0 0.0 0.0 
-4.3 -4.2 0.0 0.0 0.0 
-4.2 -4.1 0.0 0.0 0.0 
-4.1 -4.0 1.5941268e-14 0.0 1.5941268e-14 
-4.0 -3.9 2.8411794e-11 1.683339e-11 5.372757e-11 
-3.9 -3.8 4.1464136e-09 3.2843087e-09 4.8758934e-09 
-3.8 -3.7 6.0906284e-08 4.9278003e-08 7.3943137e-08 
-3.7 -3.6 4.4752296e-07 3.9457638e-07 5.1560362e-07 
-3.6 -3.5 1.9573278e-06 1.712061e-06 2.2569523e-06 
-3.5 -3.4 6.7077905e-06 5.8073734e-06 7.6901611e-06 
-3.4 -3.3 1.800724e-05 1.6115092e-05 2.0380689e-05 
-3.3 -3.2 4.2145135e-05 3.8108197e-05 4.7473558e-05 
-3.2 -3.1 8.7118339e-05 7.8756264e-05 9.610152e-05 
-3.1 -3.0 0.00016254012 0.00014739322 0.00018089778 
-3.0 -2.9 0.00028361345 0.00026089108 0.00031074789 
-2.9 -2.8 0.0004601528 0.00042210211 0.00050329425 
-2.8 -2.7 0.00070376426 0.00065021665 0.00076677792 
-2.7 -2.6 0.0010281125 0.00095279113 0.001118193 
-2.6 -2.5 0.0014366443 0.0013354495 0.0015512429 
-2.5 -2.4 0.0019491374 0.0018118873 0.0021033843 
-2.4 -2.3 0.0025486173 0.0023805964 0.0027365694 
-2.3 -2.2 0.0032502956 0.003037427 0.0034895989 
-2.2 -2.1 0.0040460122 0.0037843469 0.0043302693 
-2.1 -2.0 0.0049361152 0.0046371008 0.0052805881 
-2.0 -1.9 0.005909044 0.0055450176 0.0063124145 
-1.9 -1.8 0.0069398105 0.0065261069 0.0074051716 
-1.8 -1.7 0.0080275481 0.0075579473 0.0085440187 
-1.7 -1.6 0.00916147 0.0086386209 0.0097555528 
-1.6 -1.5 0.0103178 0.009729341 0.010955135 
-1.5 -1.4 0.011479588 0.010833525 0.012203806 
-1.4 -1.3 0.012651448 0.011933996 0.013425716 
-1.3 -1.2 0.013813815 0.013055885 0.014656889 
-1.2 -1.1 0.014893202 0.014069862 0.015811729 
-1.1 -1.0 0.015959283 0.015084021 0.016924231 
-1.0 -0.9 0.016995095 0.016077736 0.018024684 
-0.9 -0.8 0.017941592 0.016951005 0.019008233 
-0.8 -0.7 0.018765092 0.017744989 0.019888285 
-0.7 -0.6 0.019535171 0.01848122 0.020706855 
-0.6 -0.5 0.020226612 0.019137114 0.021426033 
-0.5 -0.4 0.02079142 0.019666063 0.022035085 
-0.4 -0.3 0.021238117 0.020097282 0.022528373 
-0.3 -0.2 0.021605608 0.020438793 0.02288672 
-0.2 -0.1 0.021821928 0.020648794 0.023118349 
-0.1 0.0 0.021907199 0.020723657 0.0232176 
0.0 0.1 0.021928049 0.020747978 0.023236238 
0.1 0.2 0.02182736 0.020655126 0.02313205 
0.2 0.3 0.021620747 0.020445312 0.022905735 
0.3 0.4 0.021268584 0.0201154 0.022530551 
0.4 0.5 0.020781565 0.019675919 0.022031242 
0.5 0.6 0.020217178 0.01912432 0.021433321 
0.6 0.7 0.019550606 0.018499508 0.020707105 
0.7 0.8 0.01877592 0.017749738 0.019892782 
0.8 0.9 0.017907879 0.016932904 0.018996947 
0.9 1.0 0.016968031 0.01604712 0.017986082 
1.0 1.1 0.015998891 0.01510932 0.016976152 
1.1 1.2 0.014878089 0.014066092 0.015794073 
1.2 1.3 0.013834049 0.013073886 0.014682341 
1.3 1.4 0.012673901 0.011958291 0.013452062 
1.4 1.5 0.011478847 0.010831924 0.012189942 
1.5 1.6 0.010320238 0.0097395244 0.010980214 
1.6 1.7 0.0091707506 0.0086371585 0.0097541131 
1.7 1.8 0.0080232749 0.0075441612 0.0085420165 
1.8 1.9 0.0069360653 0.0065267395 0.0074041834 
1.9 2.0 0.0059035499 0.0055467312 0.0062949976 
2.0 2.1 0.0049453217 0.0046405591 0.0052904164 
2.1 2.2 0.0040539223 0.0037904004 0.0043452764 
2.2 2.3 0.0032463192 0.0030362825 0.0034807384 
