# create_lambda_band.py -l 0.0 -n3lo
# N3LO cross-section {center, min, max}
0.019701822 0.019694884 0.019721973 


# N3LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 6.0477521e-05 6.0433045e-05 6.0578092e-05 
30.0 60.0 0.00013712121 0.00013705112 0.00013730321 
60.0 90.0 0.00014140111 0.00014134507 0.00014154899 
90.0 120.0 0.00010976965 0.00010974028 0.0001098705 
120.0 150.0 7.4678594e-05 7.4664022e-05 7.4732698e-05 
150.0 180.0 4.785848e-05 4.7849453e-05 4.7887483e-05 
180.0 210.0 3.0012257e-05 3.0007119e-05 3.0033089e-05 
210.0 240.0 1.8788958e-05 1.8782411e-05 1.8799614e-05 
240.0 270.0 1.196358e-05 1.1958518e-05 1.1975313e-05 
270.0 300.0 7.6538473e-06 7.6440441e-06 7.6588319e-06 


# N3LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 5.0046311e-14 2.3206285e-14 1.4121648e-13 
-4.6 -4.5 8.4667139e-11 8.4667139e-11 1.0604953e-10 
-4.5 -4.4 3.2440773e-09 3.1709293e-09 3.3500622e-09 
-4.4 -4.3 3.0026531e-08 2.8919289e-08 3.0481151e-08 
-4.3 -4.2 1.3985661e-07 1.3234415e-07 1.4028117e-07 
-4.2 -4.1 5.3389881e-07 5.2994998e-07 5.4338712e-07 
-4.1 -4.0 1.4739294e-06 1.4499204e-06 1.489762e-06 
-4.0 -3.9 3.4024412e-06 3.3941332e-06 3.433395e-06 
-3.9 -3.8 8.1106561e-06 8.0631515e-06 8.1522023e-06 
-3.8 -3.7 1.5672164e-05 1.564133e-05 1.5699997e-05 
-3.7 -3.6 2.844835e-05 2.8382938e-05 2.8653765e-05 
-3.6 -3.5 4.67957e-05 4.6545548e-05 4.6910609e-05 
-3.5 -3.4 7.417699e-05 7.4027431e-05 7.4289843e-05 
-3.4 -3.3 0.00011225006 0.00011203095 0.00011263836 
-3.3 -3.2 0.00016127029 0.00016064923 0.00016137008 
-3.2 -3.1 0.0002269102 0.00022685109 0.00022755943 
-3.1 -3.0 0.00030238269 0.00030162245 0.0003029512 
-3.0 -2.9 0.00040308221 0.00040299384 0.00040363449 
-2.9 -2.8 0.00051511864 0.00051461667 0.00051623887 
-2.8 -2.7 0.00064527512 0.00064419083 0.0006463984 
-2.7 -2.6 0.00079469109 0.00079395462 0.0007965985 
-2.6 -2.5 0.00096126898 0.00096057465 0.00096247424 
-2.5 -2.4 0.0011374802 0.0011362445 0.0011390985 
-2.4 -2.3 0.0013409312 0.0013404846 0.0013429746 
-2.3 -2.2 0.0015588521 0.0015572167 0.0015617316 
-2.2 -2.1 0.0017773482 0.0017757967 0.0017806764 
-2.1 -2.0 0.0020131004 0.002011811 0.0020159107 
-2.0 -1.9 0.0022463691 0.0022446068 0.0022490303 
-1.9 -1.8 0.0025029896 0.0025021292 0.0025073282 
-1.8 -1.7 0.0027566892 0.0027539663 0.0027594301 
-1.7 -1.6 0.0030153559 0.0030123009 0.0030188085 
-1.6 -1.5 0.0032563263 0.003255921 0.0032600009 
-1.5 -1.4 0.0035146513 0.0035098696 0.0035195474 
-1.4 -1.3 0.0037496576 0.0037496576 0.0037542924 
-1.3 -1.2 0.0040057952 0.0040029142 0.0040104133 
-1.2 -1.1 0.0042333332 0.004231715 0.0042368033 
-1.1 -1.0 0.0044365629 0.0044359716 0.0044401307 
-1.0 -0.9 0.0046417839 0.0046385993 0.0046464662 
-0.9 -0.8 0.0048440073 0.0048427032 0.0048480153 
-0.8 -0.7 0.0050037662 0.0050012707 0.0050088617 
-0.7 -0.6 0.0051487337 0.0051487337 0.0051522439 
-0.6 -0.5 0.0052967199 0.0052912764 0.0053008689 
-0.5 -0.4 0.0054007387 0.005399977 0.0054049037 
-0.4 -0.3 0.0055090442 0.0055075973 0.0055127612 
-0.3 -0.2 0.005556572 0.0055563663 0.0055616797 
-0.2 -0.1 0.0055964847 0.0055939679 0.0056005198 
-0.1 0.0 0.005638998 0.005636981 0.0056437158 
0.0 0.1 0.0056381688 0.0056372303 0.0056429787 
0.1 0.2 0.00560936 0.0056077832 0.005612489 
0.2 0.3 0.005573073 0.0055711448 0.0055772013 
0.3 0.4 0.0054994503 0.0054972274 0.0055043721 
0.4 0.5 0.0054126658 0.0054107853 0.0054156541 
0.5 0.6 0.0052829676 0.0052819086 0.005287436 
0.6 0.7 0.005164345 0.0051616261 0.0051685712 
0.7 0.8 0.0050051921 0.0050039573 0.0050097699 
0.8 0.9 0.0048223288 0.0048211441 0.0048266061 
0.9 1.0 0.0046483706 0.0046470206 0.0046518987 
1.0 1.1 0.0044442228 0.0044416853 0.0044485713 
1.1 1.2 0.004231667 0.0042313296 0.0042358875 
1.2 1.3 0.0039986404 0.0039972856 0.004002637 
1.3 1.4 0.0037626134 0.0037612873 0.0037668886 
1.4 1.5 0.0035177366 0.0035158853 0.0035218749 
1.5 1.6 0.003275804 0.003274711 0.0032799962 
1.6 1.7 0.0030078709 0.0030061194 0.0030109002 
1.7 1.8 0.0027635859 0.0027618002 0.0027679093 
1.8 1.9 0.0025069894 0.0025051604 0.0025096802 
