# create_lambda_band.py -l 0.5 -nlo
# NLO cross-section {center, min, max}
0.012921083 0.012865353 0.012966557 


# NLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 4.0089449e-05 3.9852055e-05 4.0285834e-05 
30.0 60.0 9.0382476e-05 8.9930986e-05 9.0755405e-05 
60.0 90.0 9.263375e-05 9.2219575e-05 9.2943336e-05 
90.0 120.0 7.1501083e-05 7.1212358e-05 7.1791619e-05 
120.0 150.0 4.848739e-05 4.830735e-05 4.8722253e-05 
150.0 180.0 3.0940829e-05 3.0829291e-05 3.1088213e-05 
180.0 210.0 1.9519317e-05 1.9456445e-05 1.9625253e-05 
210.0 240.0 1.2240696e-05 1.2194993e-05 1.231065e-05 
240.0 270.0 7.8298652e-06 7.8062064e-06 7.875424e-06 
270.0 300.0 5.0890714e-06 5.0692755e-06 5.1153751e-06 


# NLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 1.7013255e-14 3.0802794e-15 1.0254211e-13 
-4.6 -4.5 4.6230834e-11 2.9034665e-11 5.299483e-11 
-4.5 -4.4 1.1238322e-09 1.0696765e-09 1.167862e-09 
-4.4 -4.3 9.9242735e-09 9.9242735e-09 1.0929611e-08 
-4.3 -4.2 5.5295376e-08 5.4896221e-08 5.7049257e-08 
-4.2 -4.1 2.3498366e-07 2.2179487e-07 2.5268082e-07 
-4.1 -4.0 6.4798109e-07 6.306122e-07 6.6106355e-07 
-4.0 -3.9 1.6996456e-06 1.6711764e-06 1.7472845e-06 
-3.9 -3.8 3.9147608e-06 3.7496265e-06 3.9892052e-06 
-3.8 -3.7 7.6265001e-06 7.6061974e-06 7.7373374e-06 
-3.7 -3.6 1.4117417e-05 1.3834172e-05 1.4270307e-05 
-3.6 -3.5 2.4111563e-05 2.3707601e-05 2.4586459e-05 
-3.5 -3.4 3.8755348e-05 3.8200802e-05 3.9139481e-05 
-3.4 -3.3 5.877537e-05 5.8390941e-05 5.9542151e-05 
-3.3 -3.2 8.6349946e-05 8.5564045e-05 8.7550004e-05 
-3.2 -3.1 0.00012365791 0.00012293665 0.00012456417 
-3.1 -3.0 0.00016730625 0.00016640024 0.0001684849 
-3.0 -2.9 0.0002268814 0.00022460758 0.00022894911 
-2.9 -2.8 0.00029512525 0.00029386072 0.0002969285 
-2.8 -2.7 0.00037022548 0.00036902308 0.00037250891 
-2.7 -2.6 0.00046308571 0.00046113187 0.00046558196 
-2.6 -2.5 0.00056508962 0.00056351753 0.00056854986 
-2.5 -2.4 0.00068050835 0.0006769235 0.00068379103 
-2.4 -2.3 0.00080820199 0.00080666535 0.00081208424 
-2.3 -2.2 0.00094783372 0.00094300914 0.00095337575 
-2.2 -2.1 0.0010904241 0.0010861869 0.0010956436 
-2.1 -2.0 0.0012524725 0.0012471695 0.0012574832 
-2.0 -1.9 0.0014065981 0.0014007015 0.0014124857 
-1.9 -1.8 0.001577205 0.0015696809 0.0015841229 
-1.8 -1.7 0.001755884 0.0017493445 0.0017615146 
-1.7 -1.6 0.001929575 0.0019206032 0.001937511 
-1.6 -1.5 0.0021039046 0.0020950802 0.0021109482 
-1.5 -1.4 0.0022856685 0.0022736174 0.0022921835 
-1.4 -1.3 0.0024493032 0.0024396448 0.0024577556 
-1.3 -1.2 0.0026255294 0.0026142437 0.0026349706 
-1.2 -1.1 0.002794782 0.0027834928 0.0028051507 
-1.1 -1.0 0.0029454449 0.0029332353 0.0029581175 
-1.0 -0.9 0.0030904209 0.0030743683 0.0031022421 
-0.9 -0.8 0.0032372619 0.0032240766 0.0032514027 
-0.8 -0.7 0.0033585757 0.0033430289 0.0033732234 
-0.7 -0.6 0.0034614357 0.0034464375 0.0034806635 
-0.6 -0.5 0.0035741748 0.0035567713 0.0035885607 
-0.5 -0.4 0.0036569729 0.0036407771 0.0036736753 
-0.4 -0.3 0.0037231296 0.0037047216 0.0037416919 
-0.3 -0.2 0.0037696089 0.0037500865 0.0037902501 
-0.2 -0.1 0.0037973594 0.0037773624 0.0038155442 
-0.1 0.0 0.0038302692 0.0038125151 0.0038504836 
0.0 0.1 0.0038235832 0.0038050939 0.0038416294 
0.1 0.2 0.0038064219 0.0037884932 0.003827178 
0.2 0.3 0.0037805832 0.003761495 0.0037981336 
0.3 0.4 0.0037231387 0.0037038471 0.0037402656 
0.4 0.5 0.0036551562 0.0036389048 0.0036749643 
0.5 0.6 0.003563797 0.0035469795 0.0035798554 
0.6 0.7 0.0034654974 0.0034487165 0.0034803665 
0.7 0.8 0.0033621498 0.0033468932 0.0033779085 
0.8 0.9 0.0032288975 0.0032137716 0.0032430841 
0.9 1.0 0.0030972422 0.0030849009 0.0031104078 
1.0 1.1 0.0029404588 0.0029279401 0.0029523698 
1.1 1.2 0.0027879479 0.0027741482 0.0027970538 
1.2 1.3 0.0026243361 0.0026140877 0.0026347673 
1.3 1.4 0.0024559496 0.0024444182 0.0024629879 
1.4 1.5 0.0022903145 0.0022807253 0.0022988712 
1.5 1.6 0.0021089447 0.0021000716 0.0021159341 
1.6 1.7 0.0019301033 0.0019195422 0.0019361131 
1.7 1.8 0.0017558458 0.0017498484 0.0017635458 
1.8 1.9 0.0015832333 0.0015755952 0.0015893713 
1.9 2.0 0.0014083881 0.001403618 0.0014131243 
