# create_lambda_band.py -l 0.5 -e 100 -nlo
# NLO cross-section {center, min, max}
0.11844844 0.1172063 0.11992628 


# NLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.00030455329 0.00029927565 0.00031017209 
30.0 60.0 0.00071844665 0.00070830734 0.00073020494 
60.0 90.0 0.00078668632 0.00077758828 0.00079788322 
90.0 120.0 0.00064997491 0.00064343973 0.00065803405 
120.0 150.0 0.00047082935 0.00046684587 0.00047603325 
150.0 180.0 0.00032019096 0.00031762517 0.00032314024 
180.0 210.0 0.00021317949 0.00021182596 0.0002150013 
210.0 240.0 0.00014234832 0.0001415243 0.0001433419 
240.0 270.0 9.4906495e-05 9.4233716e-05 9.5576745e-05 
270.0 300.0 6.5274718e-05 6.4799256e-05 6.5444768e-05 


# NLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 4.1623281e-05 4.045349e-05 4.245318e-05 
-4.9 -4.8 7.309426e-05 7.140233e-05 7.3412898e-05 
-4.8 -4.7 0.000120722 0.00011726862 0.00012592738 
-4.7 -4.6 0.0001897325 0.00018014002 0.00019045916 
-4.6 -4.5 0.00028224396 0.00028015921 0.00029363993 
-4.5 -4.4 0.00039964764 0.00037701662 0.00040487562 
-4.4 -4.3 0.00056204104 0.00055344353 0.00057371719 
-4.3 -4.2 0.00073470022 0.0007143405 0.00075832523 
-4.2 -4.1 0.00097786974 0.00094743667 0.00099872873 
-4.1 -4.0 0.0012407616 0.0012099253 0.0012698509 
-4.0 -3.9 0.0015686914 0.0015213617 0.0015963661 
-3.9 -3.8 0.0019348366 0.0018997361 0.0019816868 
-3.8 -3.7 0.0023558833 0.0023039676 0.0024055356 
-3.7 -3.6 0.0028308257 0.0027584975 0.0028830247 
-3.6 -3.5 0.0033277628 0.0032468762 0.0033742798 
-3.5 -3.4 0.0039096612 0.0038498716 0.004002879 
-3.4 -3.3 0.0045463172 0.0044442932 0.0046243855 
-3.3 -3.2 0.0052021992 0.0050948554 0.0052962984 
-3.2 -3.1 0.0059025526 0.0057976905 0.0060144679 
-3.1 -3.0 0.0065914106 0.0064681239 0.0066955824 
-3.0 -2.9 0.0074065432 0.007266951 0.0075049548 
-2.9 -2.8 0.0081965499 0.008054853 0.0083121834 
-2.8 -2.7 0.0090014546 0.00886891 0.0091574056 
-2.7 -2.6 0.0098283589 0.0096870558 0.0099679368 
-2.6 -2.5 0.010666629 0.010506456 0.010823666 
-2.5 -2.4 0.011497888 0.011336695 0.011673559 
-2.4 -2.3 0.012357266 0.012217211 0.012531467 
-2.3 -2.2 0.013348604 0.013144865 0.013500168 
-2.2 -2.1 0.014135127 0.013981464 0.014369787 
-2.1 -2.0 0.015052476 0.014859525 0.015256962 
-2.0 -1.9 0.015851319 0.015671933 0.016073427 
-1.9 -1.8 0.016710654 0.016522436 0.0169153 
-1.8 -1.7 0.017481503 0.017293543 0.017666275 
-1.7 -1.6 0.018312153 0.018100233 0.018541237 
-1.6 -1.5 0.019105815 0.018915555 0.019376316 
-1.5 -1.4 0.019804753 0.019562548 0.020005149 
-1.4 -1.3 0.02051512 0.020339556 0.020778279 
-1.3 -1.2 0.021103783 0.020956159 0.021395204 
-1.2 -1.1 0.021767183 0.021526054 0.021995507 
-1.1 -1.0 0.022349003 0.022180085 0.022569199 
-1.0 -0.9 0.022893462 0.022688803 0.023189643 
-0.9 -0.8 0.023372222 0.023199721 0.023661314 
-0.8 -0.7 0.023828315 0.023614712 0.024074095 
-0.7 -0.6 0.024141788 0.023934904 0.024380754 
-0.6 -0.5 0.024488043 0.024309237 0.024773374 
-0.5 -0.4 0.02486603 0.024688204 0.025184284 
-0.4 -0.3 0.025141226 0.024940653 0.025373305 
-0.3 -0.2 0.025227196 0.025039748 0.025522313 
-0.2 -0.1 0.02538 0.025182197 0.025650276 
-0.1 0.0 0.025490499 0.025300147 0.025736628 
0.0 0.1 0.025442389 0.025228278 0.025723435 
0.1 0.2 0.025313424 0.025168251 0.025592908 
0.2 0.3 0.025219239 0.025044593 0.02547789 
0.3 0.4 0.025109173 0.02492746 0.025401275 
0.4 0.5 0.024846317 0.024641361 0.02513384 
0.5 0.6 0.024595225 0.024384433 0.024862081 
0.6 0.7 0.024273397 0.024086635 0.024527192 
0.7 0.8 0.023787689 0.02355219 0.024045137 
0.8 0.9 0.023388343 0.023189675 0.023712392 
0.9 1.0 0.022826528 0.022665847 0.023106589 
1.0 1.1 0.022420429 0.022216541 0.022668083 
1.1 1.2 0.021757876 0.021580309 0.022015661 
1.2 1.3 0.021183843 0.020953736 0.021452642 
1.3 1.4 0.020499713 0.020349508 0.020713977 
1.4 1.5 0.019751056 0.019545553 0.019991645 
1.5 1.6 0.019081336 0.018847175 0.019341089 
1.6 1.7 0.018229856 0.018077766 0.018472037 
1.7 1.8 0.017530349 0.017359607 0.017762502 
1.8 1.9 0.016654191 0.016430013 0.016877647 
1.9 2.0 0.015881338 0.01571117 0.016105834 
2.0 2.1 0.015074058 0.014878768 0.015258799 
2.1 2.2 0.014137383 0.013951421 0.01433786 
2.2 2.3 0.013293684 0.01311211 0.013501269 
2.3 2.4 0.012414377 0.0122753 0.012634284 
2.4 2.5 0.0116738 0.011454646 0.011773225 
2.5 2.6 0.010686977 0.01051875 0.010847441 
2.6 2.7 0.0098587577 0.0097082191 0.01001026 
2.7 2.8 0.0089631394 0.008859473 0.0091033921 
2.8 2.9 0.0081580235 0.0079786151 0.0083037525 
2.9 3.0 0.0073692029 0.0072209273 0.0074514823 
3.0 3.1 0.0066273556 0.0065302349 0.0067672323 
3.1 3.2 0.0058760931 0.0057693015 0.0059844914 
3.2 3.3 0.0051842772 0.0050682666 0.0052789572 
3.3 3.4 0.0045318723 0.0044418578 0.004602618 
3.4 3.5 0.0039217416 0.0038306167 0.0039841737 
3.5 3.6 0.0033681544 0.0032878157 0.0034204715 
3.6 3.7 0.0028498971 0.0027764869 0.002899366 
3.7 3.8 0.0023658486 0.002308357 0.0024100243 
3.8 3.9 0.001954478 0.0019109534 0.0019933802 
3.9 4.0 0.001572175 0.0015422102 0.0016166564 
4.0 4.1 0.0012478376 0.0012012299 0.0012628474 
4.1 4.2 0.00094980476 0.00094377969 0.00099154162 
4.2 4.3 0.00074090645 0.0007144298 0.0007561724 
4.3 4.4 0.00055626853 0.00053403004 0.00056609185 
4.4 4.5 0.0003967732 0.00038342297 0.00040491626 
4.5 4.6 0.00026711911 0.00026711911 0.00028315579 
4.6 4.7 0.00019654406 0.0001909976 0.00019827203 
4.7 4.8 0.00012424305 0.00011644985 0.00012683731 
4.8 4.9 8.3397187e-05 7.9722909e-05 8.7579764e-05 
4.9 5.0 4.3331974e-05 4.2637924e-05 4.6183108e-05 


# NLO mHH {ptmin, ptmax, center, min, max}
0.0 200.0 0.0 0.0 0.0 
200.0 400.0 0.00016832607 0.00016550984 0.00017151539 
400.0 600.0 0.00016497412 0.00016307545 0.00016745831 
600.0 800.0 8.8494112e-05 8.7710141e-05 8.9510745e-05 
800.0 1000.0 5.0858684e-05 5.0481537e-05 5.1318882e-05 
1000.0 1200.0 3.1529843e-05 3.1359513e-05 3.1771169e-05 
1200.0 1400.0 2.0787326e-05 2.0684095e-05 2.0886776e-05 
1400.0 1600.0 1.4407284e-05 1.4338479e-05 1.4483296e-05 
1600.0 1800.0 1.0373655e-05 1.0329892e-05 1.0422112e-05 
1800.0 2000.0 7.7052489e-06 7.6713206e-06 7.7347102e-06 


# NLO phiHH {ptmin, ptmax, center, min, max}
0.0 0.31415927 0.015337624 0.015188353 0.015494446 
0.31415927 0.62831853 0.015929904 0.015793571 0.016122382 
0.62831853 0.9424778 0.017341891 0.017163722 0.017525602 
0.9424778 1.2566371 0.019702743 0.0195171 0.019925125 
