# create_lambda_band.py -l -2 -e 14 -nnlo
# NNLO cross-section {center, min, max}
0.020429993 0.020373846 0.020460027 


# NNLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 6.7077393e-05 6.6813077e-05 6.72556e-05 
30.0 60.0 0.00014877408 0.00014828817 0.00014908983 
60.0 90.0 0.00014932947 0.00014891032 0.00014956977 
90.0 120.0 0.00011310624 0.00011282474 0.0001132537 
120.0 150.0 7.5331037e-05 7.5162705e-05 7.5415399e-05 
150.0 180.0 4.7383774e-05 4.7284532e-05 4.7431754e-05 
180.0 210.0 2.9232206e-05 2.9172447e-05 2.9254616e-05 
210.0 240.0 1.8040526e-05 1.8007892e-05 1.8055714e-05 
240.0 270.0 1.1236082e-05 1.1214102e-05 1.1242849e-05 
270.0 300.0 7.1098723e-06 7.0974319e-06 7.1172492e-06 


# NNLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 0.0 0.0 0.0 
-4.6 -4.5 0.0 0.0 0.0 
-4.5 -4.4 0.0 0.0 0.0 
-4.4 -4.3 0.0 0.0 0.0 
-4.3 -4.2 0.0 0.0 0.0 
-4.2 -4.1 0.0 0.0 0.0 
-4.1 -4.0 0.0 0.0 2.2778107e-19 
-4.0 -3.9 2.1211861e-11 2.0624099e-11 2.5418349e-11 
-3.9 -3.8 1.9149969e-09 1.6501669e-09 2.0907123e-09 
-3.8 -3.7 2.6410603e-08 2.5013978e-08 2.7479659e-08 
-3.7 -3.6 1.7399587e-07 1.7038764e-07 1.7916915e-07 
-3.6 -3.5 7.7199482e-07 7.5504395e-07 7.8610549e-07 
-3.5 -3.4 2.404962e-06 2.3399976e-06 2.4364052e-06 
-3.4 -3.3 6.4601304e-06 6.4172752e-06 6.5053422e-06 
-3.3 -3.2 1.4686541e-05 1.4509973e-05 1.4729692e-05 
-3.2 -3.1 2.9316646e-05 2.8948041e-05 2.9566589e-05 
-3.1 -3.0 5.5313054e-05 5.4907776e-05 5.5402579e-05 
-3.0 -2.9 9.3139573e-05 9.2806109e-05 9.3392166e-05 
-2.9 -2.8 0.00014984612 0.00014922307 0.0001499858 
-2.8 -2.7 0.0002268347 0.00022639848 0.00022725536 
-2.7 -2.6 0.00032622344 0.00032574137 0.00032701073 
-2.6 -2.5 0.00045432351 0.00045220948 0.0004551385 
-2.5 -2.4 0.00061327282 0.00061195588 0.00061422105 
-2.4 -2.3 0.00079846939 0.00079608675 0.0007999791 
-2.3 -2.2 0.0010103463 0.0010074601 0.0010120307 
-2.2 -2.1 0.0012541735 0.0012498822 0.0012564155 
-2.1 -2.0 0.0015319862 0.0015273971 0.0015343485 
