# create_lambda_band.py -l 4.0 -nlo
# NLO cross-section {center, min, max}
0.034315889 0.034153545 0.034446851 


# NLO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 7.9818409e-05 7.9256127e-05 8.0451957e-05 
30.0 60.0 0.00018813213 0.00018697834 0.00018937607 
60.0 90.0 0.00020857846 0.00020747465 0.00020969067 
90.0 120.0 0.00017832629 0.00017746734 0.00017905774 
120.0 150.0 0.00013579972 0.00013523998 0.00013626378 
150.0 180.0 9.8211263e-05 9.7816772e-05 9.8504546e-05 
180.0 210.0 6.9637907e-05 6.9392881e-05 6.9877005e-05 
210.0 240.0 4.9308853e-05 4.913388e-05 4.9474566e-05 
240.0 270.0 3.4951875e-05 3.4856584e-05 3.5099056e-05 
270.0 300.0 2.5099691e-05 2.5016438e-05 2.5202917e-05 


# NLO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0 0.0 0.0 
-4.9 -4.8 0.0 0.0 0.0 
-4.8 -4.7 0.0 0.0 0.0 
-4.7 -4.6 1.0109775e-12 4.1741186e-13 1.2714808e-12 
-4.6 -4.5 3.2207462e-10 2.8979732e-10 3.4753173e-10 
-4.5 -4.4 9.8264739e-09 8.0069895e-09 1.0801594e-08 
-4.4 -4.3 8.3154998e-08 7.7900551e-08 8.6339013e-08 
-4.3 -4.2 4.3895028e-07 4.2254487e-07 4.5296005e-07 
-4.2 -4.1 1.6235011e-06 1.5719794e-06 1.7203755e-06 
-4.1 -4.0 4.6739002e-06 4.4891023e-06 4.7423185e-06 
-4.0 -3.9 1.1129539e-05 1.0888024e-05 1.1320808e-05 
-3.9 -3.8 2.3262025e-05 2.280153e-05 2.3819586e-05 
-3.8 -3.7 4.4497308e-05 4.3541489e-05 4.5150678e-05 
-3.7 -3.6 7.7602803e-05 7.7377565e-05 7.8779893e-05 
-3.6 -3.5 0.00012593271 0.00012422331 0.00012768924 
-3.5 -3.4 0.0001975803 0.00019618026 0.0001996721 
-3.4 -3.3 0.00029285622 0.00029106136 0.00029561549 
-3.3 -3.2 0.00040629395 0.00040368378 0.00040872507 
-3.2 -3.1 0.00055453052 0.00055160449 0.00055896799 
-3.1 -3.0 0.00073063674 0.00072727658 0.00073457801 
-3.0 -2.9 0.00093542805 0.00093143873 0.00094080646 
-2.9 -2.8 0.0011611471 0.0011573078 0.0011706966 
-2.8 -2.7 0.0014377416 0.0014297457 0.0014456798 
-2.7 -2.6 0.0017238944 0.001714986 0.0017350721 
-2.6 -2.5 0.0020344845 0.0020238019 0.0020479384 
-2.5 -2.4 0.0023688955 0.0023566481 0.0023840133 
-2.4 -2.3 0.002724545 0.0027113719 0.0027415699 
-2.3 -2.2 0.0030906111 0.0030752035 0.003110225 
-2.2 -2.1 0.0034743816 0.0034554134 0.0034898699 
-2.1 -2.0 0.0038730556 0.0038481436 0.0038956919 
-2.0 -1.9 0.0042525055 0.0042304309 0.0042732182 
-1.9 -1.8 0.0046464952 0.0046254106 0.0046718154 
-1.8 -1.7 0.0050568298 0.0050266889 0.0050798113 
-1.7 -1.6 0.0054239624 0.005396071 0.0054491256 
-1.6 -1.5 0.0058175905 0.0057895709 0.0058435955 
-1.5 -1.4 0.0061939022 0.0061611024 0.0062204538 
-1.4 -1.3 0.0065704075 0.006540081 0.00659709 
-1.3 -1.2 0.0069134535 0.0068743093 0.0069442347 
-1.2 -1.1 0.0072138307 0.0071841023 0.0072459903 
-1.1 -1.0 0.0075362242 0.0074973255 0.0075650696 
-1.0 -0.9 0.0078012559 0.0077671517 0.0078337096 
-0.9 -0.8 0.00807508 0.008037543 0.0081082872 
-0.8 -0.7 0.0083286552 0.0082894752 0.0083644744 
-0.7 -0.6 0.0085172096 0.0084743984 0.0085502413 
-0.6 -0.5 0.0087042001 0.0086597197 0.0087414068 
-0.5 -0.4 0.0088493664 0.0088066814 0.008885401 
-0.4 -0.3 0.008965868 0.0089193849 0.0090017161 
-0.3 -0.2 0.0090826953 0.009034063 0.0091216552 
-0.2 -0.1 0.0091471904 0.0091029876 0.0091833828 
-0.1 0.0 0.0091605909 0.0091124854 0.0092005625 
0.0 0.1 0.009174786 0.0091247581 0.0092114804 
0.1 0.2 0.0091330298 0.0090837094 0.0091719341 
0.2 0.3 0.0090623586 0.0090194487 0.0091012464 
0.3 0.4 0.0089799839 0.008933933 0.009014182 
0.4 0.5 0.0088677844 0.0088244367 0.0089086959 
0.5 0.6 0.0087180675 0.0086724616 0.0087534703 
0.6 0.7 0.0085303557 0.0084912603 0.0085655211 
0.7 0.8 0.0083120859 0.0082712527 0.0083456572 
0.8 0.9 0.0080869289 0.008047936 0.0081224378 
0.9 1.0 0.0078097128 0.0077699937 0.007842572 
1.0 1.1 0.0075270908 0.0074929977 0.0075571721 
1.1 1.2 0.0072239045 0.0071890722 0.0072588516 
1.2 1.3 0.0069104854 0.0068724525 0.0069366929 
1.3 1.4 0.0065614142 0.0065319181 0.006586237 
1.4 1.5 0.0061810155 0.006154321 0.0062084033 
1.5 1.6 0.0058224934 0.005790363 0.0058514388 
1.6 1.7 0.0054571846 0.0054259505 0.0054812989 
1.7 1.8 0.0050567533 0.005032844 0.0050803362 
1.8 1.9 0.0046497539 0.0046262732 0.0046736167 
1.9 2.0 0.0042522757 0.004226861 0.0042730112 
2.0 2.1 0.003867289 0.0038451714 0.0038903434 
2.1 2.2 0.0034698308 0.0034510382 0.0034882023 
2.2 2.3 0.0030847534 0.0030712386 0.0031025921 
2.3 2.4 0.0027300292 0.0027100139 0.0027462146 
2.4 2.5 0.0023738068 0.0023655686 0.0023878831 
2.5 2.6 0.0020297873 0.002015258 0.0020429909 
2.6 2.7 0.0017214171 0.0017146662 0.0017341746 
2.7 2.8 0.0014305649 0.0014243948 0.0014402168 
2.8 2.9 0.0011719712 0.0011679836 0.0011790186 
2.9 3.0 0.00093364235 0.00093052427 0.00094036312 
3.0 3.1 0.00073047999 0.00072763294 0.00073494026 
3.1 3.2 0.00055676526 0.00055342223 0.0005603573 
3.2 3.3 0.00040766696 0.00040532682 0.00041051345 
3.3 3.4 0.00028926038 0.00028702057 0.00029194542 
3.4 3.5 0.00019748052 0.00019638614 0.00019950258 
3.5 3.6 0.00012939517 0.00012720774 0.00013128355 
3.6 3.7 7.8453456e-05 7.7886079e-05 7.9556596e-05 
3.7 3.8 4.4670272e-05 4.370308e-05 4.5529063e-05 
3.8 3.9 2.3468866e-05 2.3184165e-05 2.3766404e-05 
3.9 4.0 1.130122e-05 1.1101499e-05 1.1384405e-05 
4.0 4.1 4.5715886e-06 4.394485e-06 4.7572924e-06 
4.1 4.2 1.6336432e-06 1.5640556e-06 1.7339504e-06 
4.2 4.3 4.3871855e-07 4.2798908e-07 4.6634909e-07 
4.3 4.4 9.2272677e-08 8.1826784e-08 1.0003154e-07 
4.4 4.5 9.2131243e-09 8.4042802e-09 9.2131243e-09 
4.5 4.6 2.5579856e-10 2.5160951e-10 3.87733e-10 
4.6 4.7 6.2436265e-13 3.0174251e-13 1.8796781e-12 
4.7 4.8 0.0 0.0 0.0 
4.8 4.9 0.0 0.0 0.0 
4.9 5.0 0.0 0.0 0.0 


# NLO mHH {ptmin, ptmax, center, min, max}
0.0 200.0 0.0 0.0 0.0 
200.0 400.0 0.00013082096 0.00013013705 0.00013153326 
400.0 600.0 2.529993e-05 2.5201633e-05 2.5385399e-05 
600.0 800.0 6.743925e-06 6.7218173e-06 6.7844808e-06 
800.0 1000.0 3.2602182e-06 3.2457136e-06 3.2869053e-06 
1000.0 1200.0 1.8677697e-06 1.850459e-06 1.8825592e-06 
1200.0 1400.0 1.1468797e-06 1.1336744e-06 1.1574395e-06 
1400.0 1600.0 7.3495275e-07 7.2507129e-07 7.4518038e-07 
1600.0 1800.0 4.9472789e-07 4.8726353e-07 5.0013039e-07 
1800.0 2000.0 3.3230177e-07 3.2456447e-07 3.3708134e-07 


# NLO phiHH {ptmin, ptmax, center, min, max}
0.0 0.31415927 0.0078477391 0.0078176896 0.0078702372 
0.31415927 0.62831853 0.0075188519 0.00748786 0.0075428001 
0.62831853 0.9424778 0.0072445129 0.0072143787 0.0072676805 
0.9424778 1.2566371 0.007226736 0.0071928564 0.0072524585 
1.2566371 1.5707963 0.0075751782 0.007543163 0.0076031074 
1.5707963 1.8849556 0.0084268008 0.0083874707 0.0084586829 
1.8849556 2.1991149 0.0099725315 0.0099241246 0.010012177 
2.1991149 2.5132741 0.012636242 0.012573845 0.012691262 
2.5132741 2.8274334 0.017151161 0.017064216 0.017227199 
2.8274334 3.1415927 0.023631115 0.023508504 0.02373048 


# NLO ptH_h {ptmin, ptmax, center, min, max}
0.0 30.0 9.3978437e-06 9.321377e-06 9.4908464e-06 
30.0 60.0 8.7641938e-05 8.7040271e-05 8.838846e-05 
60.0 90.0 0.00018542407 0.00018428603 0.00018669589 
90.0 120.0 0.00021480543 0.00021369792 0.00021599152 
120.0 150.0 0.00018655465 0.00018567269 0.00018731753 
150.0 180.0 0.00014084996 0.00014025551 0.0001413398 
180.0 210.0 9.9087701e-05 9.8725154e-05 9.9411886e-05 
210.0 240.0 6.7482825e-05 6.7222304e-05 6.7722633e-05 
240.0 270.0 4.5665066e-05 4.5541193e-05 4.5883878e-05 
270.0 300.0 3.0947922e-05 3.0851857e-05 3.1096347e-05 


# NLO yH_h {ptmin, ptmax, center, min, max}
-5.0 -4.9 4.3900565e-08 4.1546324e-08 4.6474403e-08 
-4.9 -4.8 2.2480158e-07 1.9285061e-07 2.4545226e-07 
-4.8 -4.7 5.2814131e-07 5.0474834e-07 5.6131962e-07 
-4.7 -4.6 1.3043154e-06 1.2604036e-06 1.3214424e-06 
-4.6 -4.5 2.7673309e-06 2.5971967e-06 3.5609716e-06 
-4.5 -4.4 6.395114e-06 5.6751639e-06 6.4040456e-06 
-4.4 -4.3 1.0377381e-05 1.0264348e-05 1.100606e-05 
-4.3 -4.2 1.828115e-05 1.7754426e-05 1.8414363e-05 
-4.2 -4.1 2.8886617e-05 2.8369667e-05 2.9329457e-05 
-4.1 -4.0 4.3687009e-05 4.3133766e-05 4.4437297e-05 
-4.0 -3.9 7.2975063e-05 7.1058429e-05 7.3389958e-05 
-3.9 -3.8 0.000107572 0.00010535525 0.00010921028 
-3.8 -3.7 0.00015335497 0.0001515432 0.00015496055 
-3.7 -3.6 0.00021852774 0.00021808772 0.00021993207 
-3.6 -3.5 0.00030442856 0.00029965797 0.0003071845 
-3.5 -3.4 0.00040433538 0.00040112554 0.00040630595 
-3.4 -3.3 0.00052936961 0.00052490522 0.00053192207 
-3.3 -3.2 0.00067302188 0.00067066117 0.00067735286 
-3.2 -3.1 0.00085096314 0.00084867292 0.00085517341 
-3.1 -3.0 0.0010496354 0.0010443313 0.0010559376 
-3.0 -2.9 0.0012733559 0.0012695477 0.0012790752 
-2.9 -2.8 0.001525325 0.0015190618 0.0015322096 
-2.8 -2.7 0.0017933376 0.0017861452 0.0018047403 
-2.7 -2.6 0.0020868079 0.0020777971 0.002097835 
-2.6 -2.5 0.0024023421 0.0023874464 0.0024140103 
-2.5 -2.4 0.0027095717 0.0026971594 0.0027247228 
-2.4 -2.3 0.0030586504 0.0030429803 0.0030728325 
-2.3 -2.2 0.0034175207 0.0034004309 0.003435475 
-2.2 -2.1 0.0037584918 0.0037347907 0.0037755584 
-2.1 -2.0 0.0040973488 0.0040776806 0.0041175738 
-2.0 -1.9 0.0044570751 0.0044339453 0.0044776246 
-1.9 -1.8 0.0048172198 0.004792463 0.0048421221 
-1.8 -1.7 0.005165732 0.0051331266 0.0051869087 
-1.7 -1.6 0.0055053266 0.0054800764 0.0055307044 
-1.6 -1.5 0.0058540871 0.005822095 0.0058763202 
-1.5 -1.4 0.0061508284 0.0061170097 0.0061803789 
-1.4 -1.3 0.0064424267 0.0064135842 0.0064693503 
-1.3 -1.2 0.006758615 0.006719082 0.0067895838 
-1.2 -1.1 0.0070010993 0.0069702901 0.0070292385 
-1.1 -1.0 0.0072729852 0.0072372503 0.0073033573 
-1.0 -0.9 0.0074831323 0.0074491922 0.0075182956 
-0.9 -0.8 0.0077000586 0.0076585372 0.0077386593 
-0.8 -0.7 0.0078856716 0.0078472566 0.0079184959 
-0.7 -0.6 0.0080416582 0.0080045795 0.0080823625 
-0.6 -0.5 0.0081619343 0.0081214037 0.0081992597 
-0.5 -0.4 0.0083069238 0.0082644831 0.0083455363 
-0.4 -0.3 0.0084087933 0.0083658842 0.0084472973 
-0.3 -0.2 0.0084774281 0.0084368368 0.0085235685 
-0.2 -0.1 0.0085172984 0.0084716283 0.0085520227 
-0.1 0.0 0.0085424473 0.008495791 0.0085811486 
0.0 0.1 0.008553006 0.0085090644 0.008595518 
0.1 0.2 0.0085285822 0.008487966 0.0085634543 
0.2 0.3 0.0084794329 0.0084322879 0.0085227981 
0.3 0.4 0.0084099507 0.0083669753 0.0084515428 
0.4 0.5 0.008316066 0.0082742692 0.0083498974 
0.5 0.6 0.0081930289 0.008153044 0.0082337331 
0.6 0.7 0.008058581 0.0080185001 0.0080940581 
0.7 0.8 0.0078951643 0.0078561854 0.0079287193 
0.8 0.9 0.007684742 0.0076498993 0.0077243388 
0.9 1.0 0.0074770905 0.0074424769 0.0075129763 
1.0 1.1 0.0072444819 0.0072063701 0.0072770354 
1.1 1.2 0.0070020638 0.0069673399 0.0070318156 
1.2 1.3 0.0067343784 0.0067029761 0.0067659475 
1.3 1.4 0.0064603248 0.0064255542 0.0064857698 
1.4 1.5 0.0061389883 0.0061102933 0.0061713681 
1.5 1.6 0.0058637591 0.0058297644 0.005885778 
1.6 1.7 0.0055280313 0.0054979532 0.0055543516 
1.7 1.8 0.0051767131 0.0051480916 0.0051991797 
1.8 1.9 0.0048227879 0.0048003612 0.0048473714 
