# create_lambda_band.py -l -10 -e 100 -lo
# LO cross-section {center, min, max}
5.4359308 5.1603993 5.6549403 


# LO ptHH {ptmin, ptmax, center, min, max}
0.0 30.0 0.012580943 0.01155248 0.013434016 
30.0 60.0 0.030335072 0.028129509 0.032143328 
60.0 90.0 0.034273619 0.032155665 0.035988061 
90.0 120.0 0.029362085 0.027838525 0.030575399 
120.0 150.0 0.022078645 0.02110984 0.022842247 
150.0 180.0 0.015580839 0.015002207 0.016019306 
180.0 210.0 0.010756131 0.010415806 0.011005782 
210.0 240.0 0.0073740608 0.0071776 0.0075150505 
240.0 270.0 0.0050894728 0.0049761075 0.0051644223 
270.0 300.0 0.0035537915 0.0034907625 0.0035955598 


# LO yHH {ptmin, ptmax, center, min, max}
-5.0 -4.9 0.0040614447 0.0040614447 0.0041130305 
-4.9 -4.8 0.0068759363 0.0067089364 0.0068759363 
-4.8 -4.7 0.01088538 0.010776638 0.011023871 
-4.7 -4.6 0.016635512 0.016452977 0.016635512 
-4.6 -4.5 0.023975274 0.023560548 0.024370476 
-4.5 -4.4 0.033201601 0.032296787 0.033248822 
-4.4 -4.3 0.044832607 0.044085874 0.045885579 
-4.3 -4.2 0.05900073 0.05752722 0.059585421 
-4.2 -4.1 0.074915922 0.072451588 0.076950539 
-4.1 -4.0 0.094094475 0.090973618 0.095985863 
-4.0 -3.9 0.11427268 0.11072267 0.11723892 
-3.9 -3.8 0.13801264 0.13270024 0.14128835 
-3.8 -3.7 0.16337296 0.15747181 0.16840128 
-3.7 -3.6 0.19070981 0.18363108 0.19561208 
-3.6 -3.5 0.219116 0.2097661 0.22581564 
-3.5 -3.4 0.24920185 0.23918513 0.25780534 
-3.4 -3.3 0.28120614 0.26912226 0.29040771 
-3.3 -3.2 0.31654495 0.30258121 0.32653606 
-3.2 -3.1 0.34856639 0.33313808 0.36093741 
-3.1 -3.0 0.38297054 0.36530483 0.3959096 
-3.0 -2.9 0.41605881 0.3979415 0.43191073 
-2.9 -2.8 0.4528516 0.43112369 0.46878556 
-2.8 -2.7 0.48486289 0.46198184 0.5044527 
-2.7 -2.6 0.52246485 0.49746459 0.54083712 
-2.6 -2.5 0.55684155 0.52978698 0.57849157 
-2.5 -2.4 0.58874372 0.56022265 0.61123507 
-2.4 -2.3 0.62446642 0.59342439 0.64878142 
-2.3 -2.2 0.65378785 0.62111902 0.68063465 
-2.2 -2.1 0.68744201 0.65299531 0.71446001 
-2.1 -2.0 0.71720588 0.68097206 0.7459381 
-2.0 -1.9 0.74475137 0.7073128 0.77506682 
-1.9 -1.8 0.7748436 0.7347068 0.80668054 
-1.8 -1.7 0.7995215 0.75916639 0.83227669 
-1.7 -1.6 0.82821522 0.78398951 0.86201153 
-1.6 -1.5 0.85271564 0.80940331 0.88852032 
-1.5 -1.4 0.87508798 0.83021363 0.91219292 
-1.4 -1.3 0.89812751 0.85000977 0.93507263 
-1.3 -1.2 0.91462159 0.86694227 0.95366923 
-1.2 -1.1 0.93498353 0.88485197 0.97442162 
-1.1 -1.0 0.95209822 0.90183371 0.99264839 
-1.0 -0.9 0.96793979 0.91562053 1.009862 
-0.9 -0.8 0.98109456 0.92907271 1.0224844 
-0.8 -0.7 0.99318295 0.94008289 1.0358301 
-0.7 -0.6 1.0041776 0.95015992 1.0466482 
-0.6 -0.5 1.0148131 0.95965516 1.0585202 
-0.5 -0.4 1.0206661 0.96679209 1.0643889 
-0.4 -0.3 1.0290529 0.97395027 1.0728243 
-0.3 -0.2 1.0341774 0.9784228 1.0788371 
-0.2 -0.1 1.0365414 0.98040332 1.0817024 
-0.1 0.0 1.0379984 0.98161905 1.0830596 
0.0 0.1 1.037387 0.98234587 1.0821805 
0.1 0.2 1.0373983 0.98092847 1.0817098 
0.2 0.3 1.0317495 0.97596566 1.077804 
0.3 0.4 1.0298022 0.97355785 1.073423 
0.4 0.5 1.0225984 0.9687931 1.0664811 
0.5 0.6 1.014948 0.95902914 1.05835 
0.6 0.7 1.0050889 0.95268381 1.0477718 
