# sig incl cuts index   0
   0.00000000D+00   0.10000000D+01   0.77844379D-03   0.65651687D-07


# sig(all VBF cuts 2 jets) index   1
   0.00000000D+00   0.10000000D+01   0.72076872D-03   0.16908488D-06


# sig(all VBF cuts 3 jets) index   2
   0.00000000D+00   0.10000000D+01   0.87627747D-04   0.49508701D-07


# sig(all VBF cuts 4 jets) index   3
   0.00000000D+00   0.10000000D+01   0.00000000D+00   0.00000000D+00


# ptj1 index   4
   0.00000000D+00   0.20000000D+02   0.00000000D+00   0.00000000D+00
   0.20000000D+02   0.40000000D+02   0.15451485D-05   0.22574594D-08
   0.40000000D+02   0.60000000D+02   0.67490429D-05   0.74711020D-08
   0.60000000D+02   0.80000000D+02   0.82022826D-05   0.78008973D-08
   0.80000000D+02   0.10000000D+03   0.65165044D-05   0.41396252D-08
   0.10000000D+03   0.12000000D+03   0.44157492D-05   0.35709048D-08
   0.12000000D+03   0.14000000D+03   0.28411691D-05   0.36062285D-08
   0.14000000D+03   0.16000000D+03   0.18256099D-05   0.24644936D-08
   0.16000000D+03   0.18000000D+03   0.11793841D-05   0.19898133D-08
   0.18000000D+03   0.20000000D+03   0.79057371D-06   0.22347182D-08
   0.20000000D+03   0.22000000D+03   0.53502374D-06   0.16602996D-08
   0.22000000D+03   0.24000000D+03   0.37315864D-06   0.15890681D-08
   0.24000000D+03   0.26000000D+03   0.26054300D-06   0.20246948D-08
   0.26000000D+03   0.28000000D+03   0.18844925D-06   0.19831787D-08
   0.28000000D+03   0.30000000D+03   0.13966130D-06   0.16757061D-08


# ptj2 index   5
   0.00000000D+00   0.10000000D+02   0.00000000D+00   0.00000000D+00
   0.10000000D+02   0.20000000D+02   0.00000000D+00   0.00000000D+00
   0.20000000D+02   0.30000000D+02   0.91670055D-05   0.12376686D-07
   0.30000000D+02   0.40000000D+02   0.18156029D-04   0.13816229D-07
   0.40000000D+02   0.50000000D+02   0.15014940D-04   0.14132131D-07
   0.50000000D+02   0.60000000D+02   0.10742167D-04   0.12173099D-07
   0.60000000D+02   0.70000000D+02   0.70485021D-05   0.10830248D-07
   0.70000000D+02   0.80000000D+02   0.44162641D-05   0.72147176D-08
   0.80000000D+02   0.90000000D+02   0.27497824D-05   0.15253064D-07
   0.90000000D+02   0.10000000D+03   0.16721234D-05   0.14902935D-07
   0.10000000D+03   0.11000000D+03   0.10566302D-05   0.40858974D-08
   0.11000000D+03   0.12000000D+03   0.67007396D-06   0.24516138D-08
   0.12000000D+03   0.13000000D+03   0.43376380D-06   0.26110331D-08
   0.13000000D+03   0.14000000D+03   0.28535583D-06   0.21435722D-08
   0.14000000D+03   0.15000000D+03   0.19412184D-06   0.27458860D-08
   0.15000000D+03   0.16000000D+03   0.13023538D-06   0.13876028D-08


# ptH1 index   6
   0.00000000D+00   0.30000000D+02   0.15841652D-05   0.12652545D-08
   0.30000000D+02   0.60000000D+02   0.41038449D-05   0.25969926D-08
   0.60000000D+02   0.90000000D+02   0.49706457D-05   0.30828733D-08
   0.90000000D+02   0.12000000D+03   0.43650126D-05   0.21394145D-08
   0.12000000D+03   0.15000000D+03   0.31947151D-05   0.16692200D-08
   0.15000000D+03   0.18000000D+03   0.21171869D-05   0.11008849D-08
   0.18000000D+03   0.21000000D+03   0.13401633D-05   0.18463177D-08
   0.21000000D+03   0.24000000D+03   0.83093127D-06   0.75173813D-09
   0.24000000D+03   0.27000000D+03   0.51577659D-06   0.69555828D-09
   0.27000000D+03   0.30000000D+03   0.32412877D-06   0.51089187D-09


# ptH2 index   7
   0.00000000D+00   0.30000000D+02   0.15846438D-05   0.14473158D-08
   0.30000000D+02   0.60000000D+02   0.41010457D-05   0.23500049D-08
   0.60000000D+02   0.90000000D+02   0.49756011D-05   0.28447425D-08
   0.90000000D+02   0.12000000D+03   0.43671519D-05   0.25577094D-08
   0.12000000D+03   0.15000000D+03   0.31936701D-05   0.18478699D-08
   0.15000000D+03   0.18000000D+03   0.21152873D-05   0.14719174D-08
   0.18000000D+03   0.21000000D+03   0.13370729D-05   0.11042313D-08
   0.21000000D+03   0.24000000D+03   0.82930269D-06   0.74630083D-09
   0.24000000D+03   0.27000000D+03   0.51465393D-06   0.90491078D-09
   0.27000000D+03   0.30000000D+03   0.32453842D-06   0.57722634D-09


# ptH_h index   8
   0.00000000D+00   0.30000000D+02   0.14264786D-06   0.25543977D-09
   0.30000000D+02   0.60000000D+02   0.16105110D-05   0.12676255D-08
   0.60000000D+02   0.90000000D+02   0.41264655D-05   0.28265811D-08
   0.90000000D+02   0.12000000D+03   0.50475340D-05   0.24734114D-08
   0.12000000D+03   0.15000000D+03   0.43150067D-05   0.22183367D-08
   0.15000000D+03   0.18000000D+03   0.30928123D-05   0.16590821D-08
   0.18000000D+03   0.21000000D+03   0.20389011D-05   0.19749240D-08
   0.21000000D+03   0.24000000D+03   0.12921787D-05   0.99651469D-09
   0.24000000D+03   0.27000000D+03   0.80942958D-06   0.11022029D-08
   0.27000000D+03   0.30000000D+03   0.51087624D-06   0.74693547D-09


# ptH_s index   9
   0.00000000D+00   0.30000000D+02   0.30261611D-05   0.19051296D-08
