# sig incl cuts index   0
   0.00000000D+00   0.10000000D+01   0.18981633D-02   0.52048080D-07


# sig(all VBF cuts 2 jets) index   1
   0.00000000D+00   0.10000000D+01   0.75266223D-03   0.33936861D-07


# sig(all VBF cuts 3 jets) index   2
   0.00000000D+00   0.10000000D+01   0.00000000D+00   0.00000000D+00


# sig(all VBF cuts 4 jets) index   3
   0.00000000D+00   0.10000000D+01   0.00000000D+00   0.00000000D+00


# ptj1 index   4
   0.00000000D+00   0.20000000D+02   0.00000000D+00   0.00000000D+00
   0.20000000D+02   0.40000000D+02   0.12960359D-05   0.28532400D-09
   0.40000000D+02   0.60000000D+02   0.62263498D-05   0.66016823D-09
   0.60000000D+02   0.80000000D+02   0.82133231D-05   0.79450622D-09
   0.80000000D+02   0.10000000D+03   0.68817670D-05   0.75405136D-09
   0.10000000D+03   0.12000000D+03   0.48467123D-05   0.65269943D-09
   0.12000000D+03   0.14000000D+03   0.32174548D-05   0.54199395D-09
   0.14000000D+03   0.16000000D+03   0.21123413D-05   0.44762496D-09
   0.16000000D+03   0.18000000D+03   0.13987691D-05   0.36242339D-09
   0.18000000D+03   0.20000000D+03   0.94326690D-06   0.30120143D-09
   0.20000000D+03   0.22000000D+03   0.64990121D-06   0.25368387D-09
   0.22000000D+03   0.24000000D+03   0.45678020D-06   0.21120933D-09
   0.24000000D+03   0.26000000D+03   0.32821888D-06   0.18329655D-09
   0.26000000D+03   0.28000000D+03   0.24009949D-06   0.15499148D-09
   0.28000000D+03   0.30000000D+03   0.17847024D-06   0.13585647D-09


# ptj2 index   5
   0.00000000D+00   0.10000000D+02   0.00000000D+00   0.00000000D+00
   0.10000000D+02   0.20000000D+02   0.00000000D+00   0.00000000D+00
   0.20000000D+02   0.30000000D+02   0.87280026D-05   0.11988358D-08
   0.30000000D+02   0.40000000D+02   0.17889800D-04   0.17028794D-08
   0.40000000D+02   0.50000000D+02   0.15403484D-04   0.15892146D-08
   0.50000000D+02   0.60000000D+02   0.11468527D-04   0.13828919D-08
   0.60000000D+02   0.70000000D+02   0.77616831D-05   0.11484536D-08
   0.70000000D+02   0.80000000D+02   0.49994461D-05   0.92760234D-09
   0.80000000D+02   0.90000000D+02   0.31671963D-05   0.73877258D-09
   0.90000000D+02   0.10000000D+03   0.20026434D-05   0.58651511D-09
   0.10000000D+03   0.11000000D+03   0.12731703D-05   0.46485947D-09
   0.11000000D+03   0.12000000D+03   0.81997386D-06   0.36873592D-09
   0.12000000D+03   0.13000000D+03   0.53758523D-06   0.29502344D-09
   0.13000000D+03   0.14000000D+03   0.35826640D-06   0.24010618D-09
   0.14000000D+03   0.15000000D+03   0.24286412D-06   0.19670157D-09
   0.15000000D+03   0.16000000D+03   0.16785485D-06   0.16164801D-09


# ptH1 index   6
   0.00000000D+00   0.30000000D+02   0.16827282D-05   0.28802998D-09
   0.30000000D+02   0.60000000D+02   0.43166409D-05   0.48674919D-09
   0.60000000D+02   0.90000000D+02   0.51836958D-05   0.55956859D-09
   0.90000000D+02   0.12000000D+03   0.45204012D-05   0.52741970D-09
   0.12000000D+03   0.15000000D+03   0.33014424D-05   0.44004774D-09
   0.15000000D+03   0.18000000D+03   0.21926020D-05   0.34336342D-09
   0.18000000D+03   0.21000000D+03   0.13928168D-05   0.26009617D-09
   0.21000000D+03   0.24000000D+03   0.86994357D-06   0.19484646D-09
   0.24000000D+03   0.27000000D+03   0.54459759D-06   0.14738969D-09
   0.27000000D+03   0.30000000D+03   0.34497783D-06   0.11344144D-09


# ptH2 index   7
   0.00000000D+00   0.30000000D+02   0.16824127D-05   0.28813375D-09
   0.30000000D+02   0.60000000D+02   0.43172885D-05   0.48655227D-09
   0.60000000D+02   0.90000000D+02   0.51841580D-05   0.55936001D-09
   0.90000000D+02   0.12000000D+03   0.45197956D-05   0.52738525D-09
   0.12000000D+03   0.15000000D+03   0.33011872D-05   0.44019230D-09
   0.15000000D+03   0.18000000D+03   0.21927750D-05   0.34356512D-09
   0.18000000D+03   0.21000000D+03   0.13922030D-05   0.25971396D-09
   0.21000000D+03   0.24000000D+03   0.87000330D-06   0.19494006D-09
   0.24000000D+03   0.27000000D+03   0.54468111D-06   0.14743213D-09
   0.27000000D+03   0.30000000D+03   0.34510204D-06   0.11354023D-09


# ptH_h index   8
   0.00000000D+00   0.30000000D+02   0.15195163D-06   0.55187210D-10
   0.30000000D+02   0.60000000D+02   0.17093222D-05   0.25606427D-09
   0.60000000D+02   0.90000000D+02   0.43091820D-05   0.48184012D-09
   0.90000000D+02   0.12000000D+03   0.52247092D-05   0.56881421D-09
   0.12000000D+03   0.15000000D+03   0.44575022D-05   0.52907973D-09
   0.15000000D+03   0.18000000D+03   0.32053176D-05   0.43647689D-09
   0.18000000D+03   0.21000000D+03   0.21246590D-05   0.34044497D-09
   0.21000000D+03   0.24000000D+03   0.13580080D-05   0.25975704D-09
   0.24000000D+03   0.27000000D+03   0.85991401D-06   0.19861018D-09
   0.27000000D+03   0.30000000D+03   0.54700740D-06   0.15404119D-09


# ptH_s index   9
   0.00000000D+00   0.30000000D+02   0.32131893D-05   0.40249358D-09
   0.30000000D+02   0.60000000D+02   0.69246072D-05   0.63668941D-09
   0.60000000D+02   0.90000000D+02   0.60586717D-05   0.62731582D-09
   0.90000000D+02   0.12000000D+03   0.38154876D-05   0.48224357D-09
   0.12000000D+03   0.15000000D+03   0.21451273D-05   0.32703526D-09
   0.15000000D+03   0.18000000D+03   0.11800594D-05   0.21216466D-09
   0.18000000D+03   0.21000000D+03   0.66036076D-06   0.13778427D-09
   0.21000000D+03   0.24000000D+03   0.38193886D-06   0.91640229D-10
   0.24000000D+03   0.27000000D+03   0.22936469D-06   0.63041701D-10
   0.27000000D+03   0.30000000D+03   0.14307247D-06   0.44892832D-10


# yj1 index  10
  -0.60000000D+01  -0.55000000D+01   0.00000000D+00   0.00000000D+00
  -0.55000000D+01  -0.50000000D+01   0.00000000D+00   0.00000000D+00
  -0.50000000D+01  -0.45000000D+01   0.00000000D+00   0.00000000D+00
  -0.45000000D+01  -0.40000000D+01   0.61511703D-04   0.14532475D-07
  -0.40000000D+01  -0.35000000D+01   0.12263113D-03   0.19592339D-07
  -0.35000000D+01  -0.30000000D+01   0.16330664D-03   0.22353044D-07
  -0.30000000D+01  -0.25000000D+01   0.16020647D-03   0.22499917D-07
  -0.25000000D+01  -0.20000000D+01   0.12298554D-03   0.20552740D-07
  -0.20000000D+01  -0.15000000D+01   0.75027041D-04   0.17067532D-07
  -0.15000000D+01  -0.10000000D+01   0.34779675D-04   0.12508444D-07
  -0.10000000D+01  -0.50000000D+00   0.10736686D-04   0.75588424D-08
  -0.50000000D+00   0.00000000D+00   0.14574591D-05   0.30350991D-08
   0.00000000D+00   0.50000000D+00   0.14556965D-05   0.29416454D-08
   0.50000000D+00   0.10000000D+01   0.10732217D-04   0.73840691D-08
   0.10000000D+01   0.15000000D+01   0.34801557D-04   0.12299448D-07
   0.15000000D+01   0.20000000D+01   0.74988093D-04   0.16765243D-07
   0.20000000D+01   0.25000000D+01   0.12302110D-03   0.20262186D-07
   0.25000000D+01   0.30000000D+01   0.16026218D-03   0.22279790D-07
   0.30000000D+01   0.35000000D+01   0.16332600D-03   0.22198447D-07
   0.35000000D+01   0.40000000D+01   0.12259701D-03   0.19484567D-07
   0.40000000D+01   0.45000000D+01   0.61498241D-04   0.14481181D-07
   0.45000000D+01   0.50000000D+01   0.00000000D+00   0.00000000D+00
   0.50000000D+01   0.55000000D+01   0.00000000D+00   0.00000000D+00
   0.55000000D+01   0.60000000D+01   0.00000000D+00   0.00000000D+00


# yj2 index  11
  -0.60000000D+01  -0.55000000D+01   0.00000000D+00   0.00000000D+00
  -0.55000000D+01  -0.50000000D+01   0.00000000D+00   0.00000000D+00
  -0.50000000D+01  -0.45000000D+01   0.00000000D+00   0.00000000D+00
  -0.45000000D+01  -0.40000000D+01   0.13917769D-03   0.21756371D-07
  -0.40000000D+01  -0.35000000D+01   0.17887160D-03   0.24247907D-07
  -0.35000000D+01  -0.30000000D+01   0.17078635D-03   0.23518288D-07
