# Q1 =   100.0000 , Q2 =   100.0000
# x  F1Wp(LO) F1Wm(LO) F1Wp(NLO) F1Wm(NLO) F1Wp(NNLO) F1Wm(NNLO) F1Wp(N3LO) F1Wm(N3LO) F1Z(LO) F1Z(NLO) F1Z(NNLO) F1Z(N3LO)
    1.000000316960E-05    1.491805056981E+05    1.491597317665E+05   -2.633206064408E+03   -2.633304190976E+03    5.411978197682E+01    5.412038211857E+01   -1.940941693173E+00   -1.940925260558E+00    1.015732760737E+05   -2.223565485238E+03    4.636874904498E+01   -1.650739859253E+00
    1.122018806381E-05    1.314372539232E+05    1.314169542170E+05   -2.317943349664E+03   -2.318035527852E+03    4.727060196447E+01    4.727122918325E+01   -1.668940237135E+00   -1.668926238034E+00    8.949118006186E+04   -1.957334556889E+03    4.050267478940E+01   -1.419358864666E+00
    1.258925802843E-05    1.158046926198E+05    1.157848563454E+05   -2.040406159144E+03   -2.040492575938E+03    4.128178372661E+01    4.128243339827E+01   -1.434346320833E+00   -1.434334565299E+00    7.884639341169E+04   -1.722963127791E+03    3.537324845490E+01   -1.219804127142E+00
    1.412537978909E-05    1.020317320321E+05    1.020123486418E+05   -1.796082288910E+03   -1.796163127028E+03    3.604593276383E+01    3.604660053593E+01   -1.232097527607E+00   -1.232087835520E+00    6.946792804378E+04   -1.516640442069E+03    3.088854093319E+01   -1.047768013679E+00
    1.584893674715E-05    8.989715233193E+04    8.987821151865E+04   -1.580998977322E+03   -1.581074415306E+03    3.146898767468E+01    3.146966945737E+01   -1.057807149105E+00   -1.057799349852E+00    6.120513726234E+04   -1.335011345721E+03    2.696803377157E+01   -8.995179110524E-01
    1.778279945500E-05    7.920605026710E+04    7.918754195873E+04   -1.391658440588E+03   -1.391728652902E+03    2.746857253605E+01    2.746926449318E+01   -9.076750593895E-01   -9.076689915379E-01    5.392529587856E+04   -1.175121839183E+03    2.354120937158E+01   -7.718203747711E-01
    1.995262909442E-05    6.978670846254E+04    6.976862281680E+04   -1.224981108051E+03   -1.225046265173E+03    2.397255204389E+01    2.397325058427E+01   -7.784102234833E-01   -7.784057344690E-01    4.751146817227E+04   -1.034371133389E+03    2.054631465433E+01   -6.618751802250E-01
    2.238721798482E-05    6.148783727238E+04    6.147016467152E+04   -1.078255640890E+03   -1.078315909407E+03    2.091776462850E+01    2.091846639742E+01   -6.671633395447E-01   -6.671602853620E-01    4.186062956853E+04   -9.104694353854E+02    1.792927699054E+01   -5.672579985813E-01
    2.511887163984E-05    5.417614468308E+04    5.415887572887E+04   -9.490949209088E+02   -9.491504636042E+02    1.824891162075E+01    1.824961349165E+01   -5.714682969713E-01   -5.714665418699E-01    3.688201172447E+04   -8.014007764691E+02    1.564275364132E+01   -4.858705758890E-01
    2.818383744181E-05    4.773419527206E+04    4.771732078083E+04   -8.353972969475E+02   -8.354482728893E+02    1.591758332740E+01    1.591828239377E+01   -4.891913078556E-01   -4.891907240423E-01    3.249564446841E+04   -7.053902810790E+02    1.364529833498E+01   -4.158974428842E-01
    3.162278562252E-05    4.205852390132E+04    4.204203489914E+04   -7.353124621912E+02   -7.353590268178E+02    1.388140523284E+01    1.388209880026E+01   -4.184867170769E-01   -4.184871844232E-01    2.863107121839E+04   -6.208753470715E+02    1.190063062307E+01   -3.557683088603E-01
    3.548134893245E-05    3.705797381657E+04    3.704186153454E+04   -6.472114088085E+02   -6.472537140131E+02    1.210328955544E+01    1.210397513383E+01   -3.577586219920E-01   -3.577600277477E-01    2.522621722445E+04   -5.464802697967E+02    1.037699537895E+01   -3.041253999383E-01
    3.981072815955E-05    3.265223241832E+04    3.263648828797E+04   -5.696599722215E+02   -5.696981664341E+02    1.055077919061E+01    1.055145448667E+01   -3.056275444943E-01   -3.056297830061E-01    2.222639242855E+04   -4.809938980475E+02    9.046601344998E+00   -2.597950972381E-01
    4.466837153263E-05    2.877054121208E+04    2.875515686088E+04   -5.013955366435E+02   -5.014297649116E+02    9.195472689761E+00    9.196135599551E+00   -2.609014974980E-01   -2.609044699336E-01    1.958341294282E+04   -4.233499600627E+02    7.885129017842E+00   -2.217633149624E-01
    5.011873702437E-05    2.535055926400E+04    2.533552651098E+04   -4.413065251093E+02   -4.413369291767E+02    8.012520326247E+00    8.013168927971E+00   -2.225508734547E-01   -2.225544875330E-01    1.725482706681E+04   -3.726097413427E+02    6.871299360222E+00   -1.891541312254E-01
    5.623414766941E-05    2.233736183348E+04    2.232267268497E+04   -3.884143401489E+02   -3.884410585333E+02    6.980182466826E+00    6.980815013759E+00   -1.896866537579E-01   -1.896908234841E-01    1.520323336163E+04   -3.279468322964E+02    5.986495826654E+00   -1.612112450950E-01
    6.309575124703E-05    1.968255811171E+04    1.966820475718E+04   -3.418574625160E+02   -3.418806305844E+02    6.079442580052E+00    6.080057493641E+00   -1.615415047264E-01   -1.615461501329E-01    1.339567983623E+04   -2.886336985861E+02    5.214433142068E+00   -1.372818902128E-01
    7.079459706283E-05    1.734351395475E+04    1.732948876274E+04   -3.008774511930E+02   -3.008972012362E+02    5.293668175599E+00    5.294264038723E+00   -1.374533832571E-01   -1.374584301496E-01    1.180313463566E+04   -2.540298572891E+02    4.540867096013E+00   -1.168028842037E-01
    7.943284411759E-05    1.528266705911E+04    1.526896257328E+04   -2.648066163973E+02   -2.648230777026E+02    4.608313737429E+00    4.608889287818E+00   -1.168513213292E-01   -1.168567010384E-01    1.040001968313E+04   -2.235714660663E+02    3.953340272779E+00   -9.928853232313E-02
    8.912511669514E-05    1.346692359762E+04    1.345353253289E+04   -2.330571659650E+02   -2.330704648877E+02    4.010660477993E+00    4.011214601796E+00   -9.924310338508E-02   -9.924875252376E-02    9.163799796851E+03   -1.967621567317E+02    3.440959291583E+00   -8.432014195468E-02
    1.000000253568E-04    1.186712664595E+04    1.185404188477E+04   -2.051116494437E+02   -2.051219094772E+02    3.489588378851E+00    3.490120104360E+00   -8.420458793300E-02   -8.421044815851E-02    8.074620696299E+03   -1.731649648470E+02    2.994199676945E+00   -7.153693633452E-02
    1.122018735254E-04    1.045758784465E+04    1.044480243330E+04   -1.805145445557E+02   -1.805218864002E+02    3.035376524392E+00    3.035885015909E+00   -7.137045629143E-02   -7.137647407347E-02    7.114990071975E+03   -1.523952241442E+02    2.604734942442E+00   -6.062818275521E-02
    1.258925723037E-04    9.215674767960E+03    9.203181913052E+03   -1.588648494098E+02   -1.588693910403E+02    2.639528230530E+00    2.640012782386E+00   -6.042619993421E-02   -6.043232632809E-02    6.269496591278E+03   -1.341143103773E+02    2.265286894650E+00   -5.132637478968E-02
    1.412537889366E-04    8.121447380498E+03    8.109240445475E+03   -1.398095604146E+02   -1.398114171472E+02    2.294617907021E+00    2.295077937730E+00   -5.110118284063E-02   -5.110737326578E-02    5.524562333057E+03   -1.180241332160E+02    1.969494537785E+00   -4.340132930785E-02
    1.584893574245E-04    7.157337750284E+03    7.145410252079E+03   -1.230379301860E+02   -1.230372147432E+02    1.994156968784E+00    1.994592015341E+00   -4.316263663569E-02   -4.316885065960E-02    4.868224679481E+03   -1.038622868954E+02    1.711799281830E+00   -3.665507725602E-02
    1.778279832772E-04    6.307867857205E+03    6.296213462972E+03   -1.082764119533E+02   -1.082732345286E+02    1.732476432176E+00    1.732886144496E+00   -3.641046444927E-02   -3.641666557670E-02    4.289944150611E+03   -9.139778065971E+01    1.487344431226E+00   -3.091744261052E-02
    1.995262782958E-04    5.559400966008E+03    5.548013489954E+03   -9.528420843018E+01   -9.527867675163E+01    1.504624130660E+00    1.505008266149E+00   -3.067274605372E-02   -3.067890152128E-02    3.780435096094E+03   -8.042727971073E+01    1.291887186557E+00   -2.604221807203E-02
    2.238721656565E-04    4.899922588772E+03    4.888795989092E+03   -8.384935321822E+01   -8.384157261090E+01    1.306274746122E+00    1.306633164380E+00   -2.580185128225E-02   -2.580793185820E-02    3.331516536967E+03   -7.077179590953E+01    1.121721615683E+00   -2.190385835811E-02
    2.511887004750E-04    4.318847497106E+03    4.307975873004E+03   -7.378526073037E+01   -7.377533417829E+01    1.133651058394E+00    1.133983716055E+00   -2.167108020135E-02   -2.167705999082E-02    2.935980746963E+03   -6.227377416664E+01    9.736112272846E-01   -1.839462171510E-02
